Optimised GP regression Matern kernel, normalised features
Pearsons_correlation_coefficient:0.6588
R2_score:0.3812
RMSE:1.7993667420849682
best_parameters:{'alpha': 2, 'copy_X_train': True, 'kernel__length_scale': array([0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]), 'kernel__length_scale_bounds': (1e-05, 100000.0), 'kernel__nu': 2.5, 'kernel': Matern(length_scale=[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5], nu=2.5), 'n_restarts_optimizer': 3, 'normalize_y': False, 'optimizer': 'fmin_l_bfgs_b', 'random_state': None}
elapsed time: 4650.017662073001
name,y_pred_mean,sigma,y_true,BertzCT,Chi1v,EState_VSA1,MolLogP,MolMR,TPSA,num_rotors,vina_gauss1,vina_gauss2,vina_hydrogen,vina_hydrophobic,vina_repulsion
1syh,6.37,0.05,6.41,1054.9607002089663, 4.1581373674276, 75.36606656743541, -3.6142999999999983, 55.030800000000006, 122.63, 4.0, 121.32225036621094, 1227.7891845703125, 11.426973342895508, 15.730865478515625, 7.579145431518555
1tmn,6.79,0.06,7.3,2544.5517804316087, 8.862261512659533, 174.1860521866944, -0.3254999999999961, 127.66680000000004, 141.76, 15.0, 92.18839263916016, 1544.192626953125, 9.316483497619627, 42.72238540649414, 6.4469194412231445
1toi,4.95,0.07,4.05,552.2663338138913, 2.658248290463863, 54.490700120624076, 0.36909999999999976, 39.77000000000002, 40.13, 3.0, 59.1655387878418, 808.3218383789062, 4.516013145446777, 34.15940475463867, 2.724201440811157
1toj,5.04,0.07,3.39,552.2663338138913, 2.658248290463863, 54.490700120624076, 0.36909999999999976, 39.77000000000002, 40.13, 3.0, 59.91948318481445, 838.780029296875, 4.56559419631958, 35.57122039794922, 2.9522175788879395
1tok,4.78,0.08,2.47,185.30313092749626, 1.5664965809277265, 24.042754067974833, -2.9576, 19.154, 80.25999999999998, 2.0, 50.437400817871094, 612.6310424804688, 5.863289833068848, 8.590493202209473, 4.265389919281007
1trd,4.97,0.10,5.4,355.35147241104767, 3.2553195040695626, 25.06694093724755, -0.5225000000000002, 24.8607, 109.76999999999998, 4.0, 59.61786651611328, 628.1336059570312, 5.8982110023498535, 0.0, 6.161320686340332
1tsy,5.92,0.07,4.96,1211.3634585640852, 6.033669090162148, 71.43198075541285, -0.8293000000000001, 60.78800000000002, 144.76, 5.0, 95.06932067871094, 1154.89111328125, 9.426528930664062, 0.6010727882385254, 6.969777584075928
1ttm,6.04,0.05,7.35,1449.2795662198444, 6.614219138432893, 98.89231423369543, 1.6442, 77.47820000000002, 99.6, 3.0, 59.57313537597656, 1026.701904296875, 1.689395308494568, 34.730178833007805, 4.531494617462158
1tyr,4.63,0.07,7.0,1513.2140946010559, 5.408248290463864, 123.36737964430564, 4.2679000000000045, 91.13300000000004, 40.13, 10.0, 43.059165954589844, 705.8607788085938, 0.0, 50.21305847167969, 71.2039566040039
1u1b,5.66,0.22,7.8,3594.21332939908, 17.613028483883582, 170.76120491639938, 0.6485199999999989, 151.51889999999975, 380.02, 17.0, 111.56414031982422, 1954.8492431640625, 6.085459232330322, 4.347880840301514, 4.6626763343811035
1u2y,5.21,0.10,1.74,542.1251392141954, 2.9198911600127184, 41.96236493116154, -3.1791, 41.251400000000025, 125.54000000000002, 6.0, 38.204261779785156, 739.200927734375, 1.1220624446868896, 0.0, 1.9536820650100708
1u33,5.83,0.12,4.6,1968.9642209324368, 8.481753338491691, 123.29058882855041, -6.8765999999999865, 111.30840000000002, 272.8399999999999, 19.0, 133.16593933105472, 2020.0296630859373, 10.078420639038086, 0.0, 12.305418014526367
1utp,4.39,0.09,1.44,717.5434916456427, 2.7236067977499787, 67.10392114332586, 1.2512, 47.135100000000016, 27.64, 5.0, 53.90867233276367, 667.81787109375, 1.681787610054016, 8.453912734985353, 3.510573387145996
1uwt,5.83,0.06,5.97,542.1251392141954, 2.9198911600127184, 41.96236493116154, -3.1791, 41.251400000000025, 125.54000000000002, 6.0, 94.3105926513672, 997.3071899414062, 8.194109916687013, 0.0, 6.798033714294434
1v2o,5.69,0.07,4.73,2036.080395586812, 8.594625562878582, 151.57808824566098, -1.3617799999999955, 110.68200000000002, 153.17999999999995, 11.0, 83.97920227050781, 1113.4888916015623, 1.6403779983520508, 5.238813400268555, 4.787857055664063
1v48,6.51,0.06,7.8,1370.7169483399284, 6.632144661506382, 72.87454458628777, 1.5189999999999997, 70.33860000000001, 140.79999999999995, 7.0, 117.3067626953125, 1410.791015625, 6.815787315368652, 6.612682819366455, 6.553000926971436
1vfn,4.96,0.06,5.6,573.0958184381702, 2.4929785272317635, 18.166010322984466, -0.3538000000000001, 34.50939999999999, 74.43, 0.0, 62.9725227355957, 694.1179809570312, 2.860565185546875, 0.0, 3.88346004486084
1vzq,8.06,0.07,7.44,2315.94143422178, 8.967723398623352, 165.059590819667, -2.246099999999993, 114.7483, 132.12, 5.0, 156.07472229003906, 2014.4913330078125, 2.0070443153381348, 30.809741973876953, 8.24201774597168
1x1z,6.16,0.08,11.06,1251.1845343670054, 6.4419173806260135, 70.84616700665406, -2.1529000000000003, 63.84260000000001, 185.22, 7.0, 107.92375183105469, 1610.32568359375, 11.019761085510254, 5.625110149383545, 11.287739753723145
1xgj,5.77,0.07,6.0,1148.4416117073968, 7.379067388502188, 82.97579085224973, -1.0185000000000002, 71.89530000000002, 146.66, 6.0, 83.32396697998047, 1097.735595703125, 5.927292823791504, 5.466118812561035, 7.486004829406737
1y1m,4.76,0.07,1.82,426.3199275974991, 2.1318550882138423, 42.71267187066103, -1.7089999999999994, 29.094099999999994, 67.77000000000001, 2.0, 67.81259918212889, 649.2105712890625, 6.282088279724121, 23.961898803710927, 4.107397556304932
1y6q,6.94,0.05,11.7,1346.483796418302, 5.914936994123311, 94.8992378105967, -0.7212999999999985, 80.58060000000002, 92.26, 7.0, 118.22547912597656, 1414.885986328125, 3.4274847507476807, 7.513200283050537, 3.4804630279541016
1ydt,7.61,0.07,7.32,1991.1333308187616, 9.010109488012821, 133.55249489381137, 2.5524000000000004, 111.7669, 75.67, 8.0, 123.63646697998048, 1786.61474609375, 1.0734363794326782, 43.43117904663086, 5.036856651306152
1zc9,6.02,0.06,3.22,918.9482489091215, 5.019958913734465, 61.49137140945385, 0.3232199999999996, 50.999400000000016, 121.2, 7.0, 91.46253967285156, 1060.0728759765623, 3.3233284950256348, 6.331958770751952, 9.079625129699707
1zoe,5.73,0.09,7.4,768.5034610835529, 6.993169608497717, 19.899993081550985, 4.678900000000001, 81.22070000000002, 31.92, 3.0, 68.04081726074219, 1093.60595703125, 0.0, 31.13514518737793, 3.1618638038635254
1zs0,7.45,0.06,6.15,1797.460298242324, 9.105938147180238, 124.14505379360456, 3.6767000000000016, 96.35700000000004, 106.61, 10.0, 135.28500366210938, 1674.77294921875, 2.6140382289886475, 45.58094024658203, 8.121991157531737
1zvx,7.46,0.06,9.22,1797.460298242324, 9.105938147180238, 124.14505379360456, 3.6767000000000016, 96.35700000000004, 106.61, 10.0, 131.192626953125, 1679.5469970703125, 3.489140272140503, 42.24811172485352, 7.782283782958983
2aou,6.90,0.08,7.73,1779.5499647386425, 6.836318438995629, 125.17041805229995, 3.762100000000002, 103.89120000000004, 49.59, 9.0, 125.40729522705078, 1492.364013671875, 0.3995718657970429, 83.59011840820312, 5.07297945022583
2ayr,8.09,0.11,9.29,2898.9749321192653, 11.166185990801182, 194.42677613811856, 4.855800000000005, 145.58429999999984, 77.27, 10.0, 123.06379699707031, 2158.361083984375, 3.719560146331787, 93.62456512451172, 6.399847507476808
2b1v,6.30,0.07,5.74,1225.3378954109446, 5.066496580927726, 97.21249301923578, 2.7985000000000007, 72.79960000000004, 49.69, 5.0, 49.87405776977539, 1234.93359375, 2.0, 51.53630828857422, 2.3012540340423584
2b7d,5.65,0.11,8.7,2620.6474608879807, 9.94133019637333, 174.7905557653926, -2.085699999999997, 134.31220000000002, 256.13, 11.0, 152.76951599121094, 1809.494140625, 4.565524101257324, 17.879684448242188, 12.240586280822756
2baj,7.30,0.08,8.4,1687.8709243296576, 7.6032651485094656, 124.62519300541321, 6.120600000000005, 111.3674, 58.95, 3.0, 118.29227447509766, 1671.65771484375, 2.9616940021514893, 71.01555633544922, 3.480732679367065
2bak,8.58,0.08,7.43,3239.010584572838, 11.256577780623184, 216.42914674158104, 3.2318200000000017, 166.0665999999996, 115.17000000000002, 12.0, 139.51264953613278, 2254.0380859375, 1.5315155982971191, 52.01965713500977, 4.302158355712892
2bok,7.49,0.06,6.55,2143.331087383786, 7.591529863463613, 161.69801697247516, -2.049499999999993, 109.47290000000004, 93.43, 9.0, 133.71688842773438, 1680.4666748046875, 1.5560542345046997, 15.665250778198242, 5.074390888214111
2brb,6.76,0.06,4.86,1715.5301012016737, 6.70401322219567, 119.15158924889036, 3.9610000000000025, 98.25150000000004, 71.18, 6.0, 85.47633361816406, 1357.2288818359375, 0.0, 45.03732299804688, 2.039792537689209
2brm,6.82,0.05,5.89,1764.6005572134986, 6.742978527231764, 119.0189504008384, 3.6961000000000017, 100.33620000000003, 73.83, 6.0, 78.06150817871094, 1375.8201904296875, 0.7053979635238647, 34.32743453979492, 2.32561469078064
2bz6,7.51,0.07,7.09,1892.3452901289886, 7.466402589359982, 143.61451776142397, -0.24039999999999695, 105.45550000000004, 131.45999999999998, 10.0, 159.86180114746094, 1787.7508544921875, 0.5802079439163208, 15.311158180236815, 5.038531303405762
2bzz,5.87,0.37,6.43,3575.7057166805876, 20.467828557422205, 158.55883190748025, -0.1384000000000002, 169.02699999999987, 464.6999999999999, 22.0, 178.33724975585938, 2452.472900390625, 4.293446063995361, 0.0, 13.785608291625975
2c02,5.07,0.12,4.04,1592.8118836283911, 9.138469163700774, 75.19430676578513, -0.4314000000000009, 79.9685, 223.12, 9.0, 74.33502197265625, 1246.4774169921875, 3.909359216690064, 0.0, 3.230363607406616
2ceq,6.15,0.05,7.28,719.6474678466661, 3.434530569677621, 48.987126711745326, -1.8147, 45.32320000000003, 98.74, 5.0, 99.71583557128906, 1073.863037109375, 9.352413177490234, 0.0, 8.65509033203125
2cer,7.20,0.05,9.22,1392.0738190784064, 5.684530569677621, 97.02955432845128, -0.029500000000000526, 79.17320000000005, 98.74, 8.0, 117.3770751953125, 1540.1295166015625, 9.901585578918457, 13.90306568145752, 7.831899642944336
2cet,7.07,0.05,8.02,1392.0738190784064, 5.684530569677621, 97.02955432845128, -0.029500000000000526, 79.17320000000005, 98.74, 8.0, 116.78046417236328, 1482.3602294921875, 9.955060958862305, 21.894817352294922, 7.98422908782959
2cgr,6.93,0.05,7.28,1855.2871236292585, 7.4734958747137155, 147.02027085491648, 0.535880000000003, 108.48610000000002, 101.95, 6.0, 137.470947265625, 1419.474853515625, 3.742567777633667, 45.4256591796875, 3.780120372772217
2ctc,5.43,0.06,3.89,573.6116145997622, 2.8623724356957947, 54.197793246244686, -0.6601000000000004, 41.159800000000025, 60.36, 4.0, 54.57501602172852, 898.9800415039062, 6.090814590454103, 28.44991111755371, 5.542871952056885
2d0k,5.41,0.10,5.02,1949.3159243659052, 7.8816332421413176, 123.6848388842758, -2.714199999999998, 106.63700000000004, 218.94, 10.0, 99.34235382080078, 1449.947998046875, 3.978450775146485, 24.2419376373291, 3.0051465034484863
2d1o,7.01,0.08,7.7,2445.4793241535917, 7.879676858298754, 181.47774235349843, -0.08429999999999394, 128.50750000000008, 169.71, 20.0, 115.79696655273438, 1838.0926513671875, 8.197911262512207, 51.17409896850586, 7.275491237640381
2d3u,6.77,0.05,6.92,1732.5420318221695, 8.990301750556371, 118.96889515405384, 2.7595, 100.788, 110.08999999999996, 6.0, 100.24333190917969, 1364.0452880859375, 2.78738784790039, 70.55674743652344, 2.987375020980835
2d3z,6.77,0.05,6.64,1612.7208901428921, 8.705677189311006, 119.22266450340271, 3.0269200000000005, 96.031, 86.29999999999998, 6.0, 90.49553680419922, 1337.0069580078125, 3.61928915977478, 70.13945007324219, 4.169816017150879
2drc,5.42,0.10,9.89,1986.9502125445767, 8.124722692409344, 130.50935804490317, -2.400999999999997, 113.00400000000003, 216.2, 12.0, 93.87676239013672, 1439.8646240234375, 6.274260520935059, 36.119911193847656, 4.717164039611816
2er9,6.88,0.20,7.4,4953.788474502331, 15.960591002818846, 325.7947960645755, 1.3127000000000082, 239.0730999999993, 295.72, 28.0, 169.477783203125, 2859.81201171875, 8.30400276184082, 63.11103439331055, 8.828845024108887
2f01,6.49,0.05,13.0,839.85850975817, 4.731544498087301, 82.84036255260862, -0.5378999999999998, 58.96440000000002, 81.25999999999998, 5.0, 93.91786193847656, 1223.4415283203125, 6.290416240692139, 31.888153076171875, 5.021149158477783
2f80,8.51,0.08,8.18,2721.4119511434533, 10.911122143806308, 190.77261330875226, 2.375300000000001, 141.59569999999985, 140.42000000000002, 15.0, 136.19671630859378, 2238.37744140625, 6.499854564666747, 51.99905776977539, 8.267948150634767
2fai,6.36,0.07,6.24,1319.8371464737213, 5.316496580927726, 103.58541792056515, 3.044500000000001, 77.34660000000005, 49.69, 6.0, 50.29281234741211, 1257.9937744140625, 1.0708171129226685, 46.32268905639648, 1.9532630443573
2fdp,8.50,0.08,7.59,3054.8767656269983, 10.34020905420024, 222.67106008883232, 4.7044000000000015, 159.81449999999975, 106.15, 18.0, 149.88760375976562, 2236.1181640625, 9.715414047241213, 80.54725646972656, 6.7954864501953125
2flb,6.59,0.06,5.74,1678.5140862213943, 6.442978527231762, 99.29704618667091, 0.7899999999999997, 90.99799999999998, 129.2, 4.0, 120.5639877319336, 1367.1033935546875, 2.8380227088928223, 7.0339436531066895, 12.625643730163574
2fzc,5.38,0.09,2.7,897.2177838609554, 6.680651612994647, 61.45717178811866, -0.6730000000000005, 53.71240000000002, 160.61999999999995, 7.0, 62.8341293334961, 1017.7966918945312, 6.935047626495361, 0.0, 7.627206325531006
2g5u,5.80,0.07,8.49,717.7636277947452, 5.926035128519228, 35.668698497220994, 5.378400000000003, 75.2476, 40.46, 3.0, 46.37358093261719, 1087.626220703125, 0.0, 39.20272445678711, 0.9374474883079528
2g8r,5.64,0.07,3.99,1587.6957857683785, 6.171847543855286, 106.44506032959472, -4.799399999999996, 80.54100000000003, 149.12, 6.0, 93.56346893310548, 1054.7171630859377, 2.319467544555664, 9.29080867767334, 5.433387756347656
2g94,8.17,0.12,9.52,3288.611027303348, 11.813288663264878, 224.1944291693259, 1.4278400000000049, 170.6063999999997, 197.82, 29.0, 198.5144805908203, 2523.04638671875, 9.786327362060547, 52.55743408203125, 9.25870418548584
2gss,5.39,0.06,4.94,906.9888590601616, 5.154514145187338, 77.08356335571942, 2.271000000000001, 70.72550000000003, 66.43, 7.0, 60.94858932495117, 865.7780151367188, 0.5590503811836243, 34.256134033203125, 1.5545649528503418
2hdq,4.10,0.10,1.4,306.92132913591587, 2.632993161855452, 12.011723995615144, 0.11160000000000014, 28.6495, 40.13, 1.0, 52.91046905517578, 528.1514282226561, 1.7332425117492676, 15.456694602966307, 3.5763158798217773
2i0d,8.84,0.08,12.1,3291.1807677865136, 12.608335739306266, 225.86164171465919, 3.6583000000000014, 168.73579999999956, 142.55, 19.0, 144.46878051757812, 2449.488037109375, 4.579346179962158, 52.27173233032226, 6.7064571380615225
2j77,5.50,0.06,4.89,535.4513607884799, 2.513710176427684, 42.61662957900226, -3.992999999999997, 35.6866, 97.53, 5.0, 86.0220718383789, 825.4718017578125, 9.200651168823242, 0.0, 6.760774612426758
2j78,5.88,0.06,6.42,542.1251392141954, 2.9198911600127184, 41.96236493116154, -3.1791, 41.251400000000025, 125.54000000000002, 6.0, 95.5396499633789, 1016.4656982421876, 10.982810020446776, 0.0, 9.218944549560547
2qwb,5.43,0.09,2.74,973.3019922617295, 4.738455047819273, 73.09517636085326, -5.206499999999995, 62.15770000000003, 179.61, 11.0, 78.86183166503906, 1199.4547119140625, 7.738883018493652, 7.852092742919923, 6.413718223571777
2qwd,5.63,0.08,4.85,1006.1605593593381, 4.553813555105389, 78.39699309105302, -5.151699999999996, 61.34320000000002, 166.79, 10.0, 86.62026977539062, 1195.1817626953125, 8.274051666259767, 8.468557357788086, 9.153745651245117
2qwe,5.54,0.09,7.48,1185.390563799078, 5.224633948355328, 95.0686693681588, -6.730200000000001, 72.7106, 202.79, 10.0, 107.22064971923828, 1430.3585205078125, 10.63489818572998, 8.545039176940918, 10.221715927124023
2rkm,6.24,0.06,3.9,1218.4395145535318, 4.23040642444569, 97.59157725892416, -4.343999999999996, 66.82600000000002, 152.14999999999995, 14.0, 104.19401550292969, 1373.29248046875, 7.284104347229004, 17.688804626464844, 7.819737911224365
2std,6.35,0.10,9.85,1148.5299173227768, 6.1021778692734125, 94.56154870854272, 4.737200000000004, 84.33470000000004, 29.1, 7.0, 68.09784698486328, 1340.66552734375, 0.7621276378631592, 80.93355560302734, 2.070470333099365
2usn,6.58,0.05,6.51,1683.9038337462655, 8.195254674514985, 112.94268430603992, 3.823100000000002, 109.3534, 93.21, 8.0, 94.04830169677734, 1253.014404296875, 4.4160027503967285, 43.07072830200195, 5.672998428344728
3gss,5.84,0.10,5.82,2167.433379451409, 10.472037876720414, 165.40900915856858, -3.444299999999993, 133.265, 232.53, 20.0, 186.19386291503903, 1784.0555419921875, 7.7385191917419425, 35.79237365722656, 10.562857627868652
3pce,5.18,0.06,2.0,514.1474319098144, 2.6123724356957947, 47.824868344915295, -0.3154000000000004, 36.81780000000001, 60.36, 3.0, 61.47233581542969, 815.755126953125, 2.3436524868011475, 31.011579513549805, 8.954134941101074
3pch,5.29,0.06,5.4,405.7288533883192, 2.9293191452096354, 40.43215804966396, 0.4090999999999996, 37.4473, 60.36, 2.0, 58.84562301635742, 852.3787841796875, 4.392315864562988, 29.17342185974121, 8.913071632385254
3pcj,5.56,0.05,7.22,483.0007303337137, 2.492160217030808, 35.3497563008422, -1.5509, 32.21699999999999, 82.36, 2.0, 58.36635971069336, 874.6514282226562, 5.426672458648682, 16.542240142822266, 8.257564544677733
3std,7.58,0.09,11.11,1964.428259519687, 7.568033988749895, 142.07855971658998, 5.1355800000000045, 112.0867, 61.6, 6.0, 111.00537872314452, 1850.279052734375, 0.0, 135.56533813476562, 2.384026050567627
4er2,6.79,0.11,9.3,3377.3221013572133, 11.07318528458717, 241.00899532051426, 0.13250000000000856, 179.62309999999957, 226.09, 35.0, 131.66917419433594, 2173.351318359375, 7.612902641296388, 42.82799530029297, 5.51271390914917
4fiv,8.33,0.17,6.52,4642.483606987685, 14.638543791873289, 305.9108968166618, 3.5705000000000053, 225.0336999999995, 208.82, 27.0, 183.94036865234366, 2884.447509765625, 10.279892921447754, 97.94693756103516, 13.278254508972168
4tln,4.70,0.08,3.72,493.6216457501778, 2.083911926566945, 49.08160209139653, -0.8515999999999999, 36.0603, 76.97, 7.0, 45.40292358398438, 598.0827026367188, 5.039531707763672, 6.620895862579348, 7.172561168670652
5abp,5.79,0.06,6.64,468.1997760112523, 2.678869016623521, 37.14513571925314, -3.2214, 35.986, 110.38, 6.0, 65.03450012207031, 936.1619262695312, 7.083481311798098, 0.0, 5.351312637329102
5er1,7.04,0.07,6.02,2731.736653964451, 8.789992455641443, 196.79281681822243, 0.02330000000000898, 143.03469999999987, 148.98, 25.0, 90.60936737060548, 1700.0172119140625, 4.824021339416504, 43.31703567504883, 4.861043930053711
6fiv,7.21,0.06,8.08,2208.47169097664, 8.066385657891464, 169.38233647899457, 2.1619, 125.15590000000002, 116.76, 15.0, 89.4577407836914, 1590.8720703125, 5.7167649269104, 47.348838806152344, 5.811459541320801
6rnt,5.09,0.11,2.37,1344.2263801127585, 6.947578933680115, 67.71913089543078, -0.9866000000000004, 70.59050000000002, 179.75, 7.0, 84.95655822753906, 1012.3935546875, 6.538700103759767, 0.0, 7.608879566192628
6std,6.73,0.08,8.64,1158.972373893638, 7.7419565372131265, 97.10234301985031, 3.5672000000000024, 91.09810000000004, 46.17, 7.0, 90.14173889160156, 1427.558837890625, 0.8089350461959839, 69.86093139648439, 2.480920791625977
8abp,5.78,0.06,8.0,468.1997760112523, 2.678869016623521, 37.14513571925313, -3.2213999999999987, 35.98599999999999, 110.38, 6.0, 66.18460845947266, 932.436767578125, 7.325051784515381, 0.0, 5.477560043334961
1f8b,5.79,0.07,5.4,934.2681628390686, 4.5343309025873415, 72.74637692464503, -4.401299999999996, 60.67390000000003, 159.38, 10.0, 95.65523529052734, 1214.01953125, 6.620077610015869, 9.188307762145996, 8.221095085144043
1f8c,5.62,0.08,7.4,1006.1605593593381, 4.553813555105389, 78.39699309105302, -5.151699999999996, 61.34320000000002, 166.79, 10.0, 91.9357681274414, 1192.4697265625, 8.311875343322754, 8.57475471496582, 8.462019920349121
1f8d,5.72,0.07,3.4,1006.1605593593381, 4.553813555105389, 78.396993091053, -5.151699999999996, 61.34320000000002, 166.79000000000005, 10.0, 95.93265533447266, 1244.3101806640625, 6.8703484535217285, 8.789043426513674, 7.807392120361327
1hnn,5.83,0.05,6.24,926.448301546676, 4.857308588700919, 73.96743934401293, -1.0464999999999989, 52.015600000000006, 76.77, 2.0, 89.23104858398438, 982.8728637695312, 1.0550862550735474, 44.11410903930664, 4.647340297698975
1igj,6.75,0.06,10.0,2718.969199820617, 9.995365597551247, 178.73849826534092, 2.4561, 132.9472, 125.68000000000002, 10.0, 74.56400299072266, 1420.5352783203125, 0.10259264707565308, 57.05000305175781, 1.5416288375854492
1lbk,5.42,0.09,3.18,930.8379671887152, 4.705151295837278, 89.60148581317293, -5.592299999999996, 64.71750000000002, 166.1, 11.0, 111.43132019042969, 1080.5760498046877, 7.788162708282473, 1.9410542249679563, 8.135490417480469
1lor,6.16,0.08,11.06,1251.1845343670054, 6.4419173806260135, 70.84616700665406, -2.1529000000000003, 63.84260000000001, 185.22, 7.0, 108.1681137084961, 1611.5196533203125, 10.887408256530762, 5.5287604331970215, 11.321953773498535
1n1m,5.13,0.06,5.7,704.9480832015927, 2.848551336231848, 67.87503474480502, -0.12469999999999952, 47.328100000000006, 47.95, 5.0, 70.65679931640625, 842.5325927734375, 4.928443431854248, 25.28188323974609, 4.729431629180908
1o5b,5.24,0.06,5.77,767.1739158761998, 5.1896898489843215, 5.8356197857572685, 0.9702999999999998, 64.7638, 51.61, 1.0, 86.86722564697266, 865.6995239257812, 0.0, 7.33120584487915, 3.601067543029785
1oyt,7.73,0.06,7.24,2122.3770208966985, 8.136084908968309, 158.96806799168453, -0.8064999999999969, 107.19350000000004, 93.43, 4.0, 131.90631103515622, 1811.7335205078125, 0.613430917263031, 40.85063171386719, 3.9390695095062256
1ps3,6.12,0.06,2.28,717.6024082394301, 3.8427788601414847, 58.982841586293965, -4.271899999999997, 47.67090000000002, 130.32999999999998, 5.0, 107.38825988769531, 1154.8818359375, 10.09426975250244, 0.0, 9.345210075378418
1q8u,6.87,0.06,5.96,1664.6045499784193, 7.001735779700836, 116.9209558452562, 0.8895199999999994, 86.11020000000003, 66.88, 4.0, 72.8615951538086, 1416.1253662109375, 0.0, 44.06557083129883, 2.645828485488892
1qi0,4.77,0.14,2.35,1106.20914151474, 5.357738033247042, 74.29027143850627, -5.397199999999992, 68.61940000000003, 189.53, 12.0, 72.9919662475586, 901.0147705078124, 5.972446918487549, 0.0, 8.7196044921875
1r5y,5.61,0.06,6.46,788.4113550577988, 3.2957649317318056, 46.225173505793, 0.08750000000000008, 51.18849999999998, 97.79, 2.0, 95.4551239013672, 864.127685546875, 8.118021965026855, 22.84939193725586, 5.7118773460388175
1sln,6.57,0.08,6.64,2438.2858057801905, 8.552564558427516, 184.65970121290772, -2.743299999999997, 130.30429999999998, 178.57999999999996, 15.0, 132.75132751464844, 1733.2034912109375, 5.654807090759277, 56.78300476074219, 8.080330848693848
1uto,4.26,0.10,2.27,544.5957628074786, 2.2236067977499787, 54.3580713406671, 0.47100000000000003, 37.90109999999999, 27.64, 3.0, 55.455055236816406, 624.906005859375, 1.3651403188705444, 6.2835121154785165, 1.5407884120941162
1w3k,5.90,0.07,4.3,1073.6945164914873, 4.901546581136282, 73.90718082402063, -5.598099999999994, 63.398200000000045, 165.68, 10.0, 108.30046844482422, 1323.585205078125, 11.295380592346193, 0.0, 8.851431846618652
1w3l,5.83,0.11,6.28,1760.3100731552831, 7.580415597759802, 111.05231654327378, -7.7738999999999985, 96.0316, 244.83, 16.0, 174.7598419189453, 1854.0748291015625, 12.778533935546875, 0.0, 43.29278564453125
1w4o,5.36,0.09,5.22,1233.316854304425, 6.237793235394079, 71.13907388103345, -1.8584999999999992, 62.17780000000002, 164.99, 6.0, 71.91537475585938, 1045.3387451171877, 6.6233110427856445, 2.2859866619110107, 6.909922122955322
1xd0,6.27,0.22,7.12,3451.55942523747, 13.320937952457905, 197.19797667417046, -11.686600000000027, 169.18219999999985, 404.90000000000015, 29.0, 154.66891479492188, 2652.2900390625, 11.845100402832033, 5.451273918151856, 11.318537712097168
1yc1,7.50,0.06,6.17,1652.4322459091168, 7.030206757355411, 112.79097071901708, 1.8095, 92.62080000000002, 127.73, 7.0, 124.69554138183594, 1764.20166015625, 2.0100815296173096, 35.70625686645508, 5.347365856170653
1z95,7.93,0.07,7.12,1648.3857792419215, 8.309742501123845, 115.21236907821468, 2.8795800000000007, 93.86530000000003, 107.26, 7.0, 104.50042724609376, 1905.4952392578125, 2.222879648208618, 57.99980545043945, 3.761752843856812
1zea,5.58,0.42,5.22,4819.146910800183, 16.65894267196041, 315.6971722206855, -9.67700000000002, 232.1764999999997, 464.37, 34.0, 164.4540557861328, 2070.932373046875, 4.499903678894043, 36.46567153930664, 9.890695571899414
2cbj,6.17,0.06,8.27,1337.5045441589018, 5.933601336440402, 102.0860955736359, -0.8337999999999999, 85.55780000000001, 149.71, 8.0, 94.70784759521484, 1317.407958984375, 6.616491794586183, 17.700607299804688, 6.301255226135254
2fvd,7.60,0.07,8.52,1862.8213802670496, 8.662893081655794, 134.6554118034553, 1.4125, 105.84840000000004, 127.51, 9.0, 127.45177459716795, 1805.3424072265625, 2.6434266567230225, 30.12326240539551, 4.249844551086427
2g70,6.02,0.05,7.77,872.8557162323782, 3.7400929101519793, 70.61435682936678, -0.4248, 53.30360000000002, 79.97999999999998, 3.0, 92.25414276123048, 1046.3646240234377, 1.9079512357711792, 42.38530731201172, 2.991335391998291
2hb1,5.58,0.06,3.8,486.0988708477018, 4.681470248845144, 29.1242548458052, -0.9972000000000004, 46.85150000000001, 89.48999999999998, 4.0, 78.61434936523438, 865.7215576171875, 3.2591347694396973, 7.887139320373535, 5.063687801361084
2iwx,7.09,0.05,6.68,1452.0446995307093, 6.291691580905429, 108.71713194997628, 3.930000000000004, 90.61710000000002, 83.83, 2.0, 84.85830688476562, 1486.3416748046875, 1.5491862297058103, 28.336700439453125, 3.70442271232605
2j62,7.80,0.06,11.34,1802.8894430511807, 6.88174416517758, 132.34926342023664, 0.7503999999999995, 99.93510000000003, 107.61, 11.0, 124.61639404296876, 1843.091796875, 6.919950485229492, 64.68177032470703, 6.359034061431885
2jdm,5.09,0.06,5.4,540.7591408830658, 2.678869016623521, 44.4759950525151, -1.5397, 39.3644, 79.15, 6.0, 66.54015350341797, 722.9221801757812, 9.731437683105467, 0.9409540295600892, 4.968698978424072
2jdu,5.07,0.06,6.72,540.7591408830658, 2.678869016623521, 44.4759950525151, -1.5397, 39.3644, 79.15, 6.0, 63.03813171386719, 717.3277587890625, 10.98351001739502, 1.0, 5.8710808753967285
2jdy,5.25,0.07,4.37,556.5643592557814, 2.8829931618554525, 44.18308817813572, -2.5672999999999986, 40.77620000000001, 99.38, 7.0, 68.58734130859375, 734.4515380859375, 10.665751457214355, 0.0, 6.9517974853515625
