%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 30 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 0.6471523239616278
%.kernel.kernels[0].lengthscales: [0.26984973 0.24669796 0.45563257 0.54944064]
%.kernel.kernels[1].variance: 0.258980735764662
%.likelihood.variance: 2.051138629708459
%loglikelihood: -7045.755543511147
%RMSE:1.739
%Pearson_correlation_coefficient:0.648,P-value:0.000
%Spearman_correlation_coefficient:0.652,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7
3l7b,-0.2332,0.1387,-4.0535,-0.2351,-0.7305,-0.8222,-0.9501
3lka,-1.7194,0.1134,-3.6335,-1.0213,-1.0976,-0.0312,-0.1584
3mfv,-0.9737,0.0804,-3.9335,-0.7766,-1.053,-0.9732,-0.9357
3mss,0.4182,0.1658,-1.7935,-0.8897,-0.3497,0.2221,-0.2002
3myg,0.4747,0.1608,4.2465,0.1197,0.4694,0.419,0.4867
3n7a,-1.1955,0.0905,-2.7535,-0.9898,-1.2429,-1.0151,-0.9497
3n86,0.1182,0.5525,-0.8135,0.5362,-0.4336,-0.4639,0.0999
3nox,0.5875,0.1018,2.2065,-0.1812,0.0974,0.549,-0.1231
3nq3,-2.3265,0.0793,-2.6735,-1.3285,-1.0355,0.4416,-0.6573
3nw9,2.5756,0.2096,2.5465,1.4307,0.8478,0.4664,0.6268
3oe5,0.1903,0.2937,0.4265,0.7767,0.0488,0.1486,-0.6862
3ov1,-0.4342,0.2840,-1.2535,-0.043,0.3606,-0.5755,0.1134
3owj,-0.5616,0.2146,-0.3835,-0.5312,-0.0765,0.937,1.1613
3ozt,-1.4139,0.1754,-2.3235,0.7366,0.1316,-0.2066,-1.214
3pe2,0.9992,0.0812,3.3065,0.0495,0.032,0.5615,0.0846
3pww,1.9644,0.1851,0.8665,1.8734,2.1809,0.3794,1.547
3pxf,-1.5199,0.4251,-2.0235,-1.1766,-0.287,0.9378,0.0768
3s8o,-0.3846,0.2393,0.3965,0.088,0.6643,-0.2149,0.1134
3su2,0.5068,0.3578,0.8965,1.2127,2.0791,0.9821,1.6177
3su3,1.0849,0.4233,2.6765,1.2833,2.4597,1.2135,1.4294
3su5,1.0235,0.3728,-0.8735,1.1822,2.4597,1.2135,1.4294
3u9q,-1.6954,0.0654,-2.0735,-1.1726,-1.0355,0.4416,-0.6573
3udh,-0.6882,0.0868,-3.6035,-1.005,-0.8648,-0.1849,-0.7071
3ueu,-1.0212,0.1942,-1.2135,-1.1876,-0.8549,0.682,-0.6573
3uex,-0.5833,0.3908,0.4665,-0.7477,-0.2815,1.4031,-0.6573
3uo4,0.9097,0.1456,0.0665,0.1629,0.2159,1.0939,0.3276
3uri,0.4952,0.6685,2.5465,2.4234,3.2757,-1.5883,0.6616
3utu,1.1455,0.5691,4.4665,1.2749,1.6478,-0.0303,1.676
3vh9,-1.7080,0.0694,-0.2135,-1.1442,-1.0879,0.4611,-0.6862
3zso,0.7389,0.4100,-1.3335,0.5444,1.4224,0.8142,1.3836
3zsx,0.1975,0.2715,-3.1735,-0.0368,0.6778,0.3192,0.085
4de1,-0.3032,0.1098,-0.4935,-0.2029,-0.2079,0.478,0.5609
4de2,0.1724,0.0996,-2.3335,-0.1454,-0.1059,0.0985,0.0693
4des,-0.3576,0.4192,-0.6035,-0.3419,-0.5203,0.7479,-1.214
4dew,-0.4391,0.0758,0.5465,-0.4522,-0.4526,0.5665,-0.4223
4djr,3.4774,0.1441,5.0665,1.4386,1.2748,0.8831,0.6348
4djv,0.7130,0.1043,0.2665,0.1585,0.2762,0.4125,0.0637
4g8m,-0.5616,0.1724,1.4365,-0.9962,-1.1911,-1.3313,-0.6573
4gid,1.5950,0.4437,4.3165,2.4282,1.9497,0.4793,1.1979
4gqq,-2.7525,0.1956,-3.5635,-1.4072,-0.9503,0.3791,0.1204
1c5z,-1.6294,0.0639,-2.4435,-1.3742,-1.2488,-0.3983,-0.6862
1eby,2.1847,0.3119,3.2465,2.2029,1.6583,0.6113,0.2439
1g2k,3.1936,0.2972,1.5065,1.7009,1.6816,0.8571,0.8554
1gpn,-0.7567,0.1503,0.0265,-0.145,-0.2706,0.1917,0.4416
1h22,1.4685,0.2303,2.6465,1.145,1.049,0.7154,1.5405
1k1i,0.5373,0.4938,0.1265,0.1774,1.0072,-0.3448,1.6684
1lpg,1.0391,0.4942,0.6365,0.8923,1.5978,1.0524,1.6262
1nc3,-0.2796,0.1260,-1.4535,-0.1165,-0.6729,-0.7255,-1.214
1owh,-0.4860,0.2835,0.9465,-0.3556,0.0148,-0.0448,0.8399
1p1n,-0.4365,0.1036,0.3465,-0.6413,-0.9473,-1.1749,-0.6364
1pxn,0.6591,0.1408,0.6965,-0.0747,-0.3978,0.9106,0.4048
1qf1,1.0735,0.1091,0.8665,0.1343,-0.1037,0.1243,-0.3934
1qkt,1.2191,0.3241,2.5865,-0.3263,-0.2728,0.9753,2.4785
1s38,-0.7773,0.0786,-1.3035,-0.9184,-0.9083,0.114,-0.4079
1syi,-0.6145,0.3007,-1.0135,-0.4561,-0.6758,-1.2503,-0.379
1y6r,0.8832,0.1034,3.6565,-0.0615,-0.4523,-0.5645,-0.9439
1ydr,0.5111,0.1178,-0.9335,-0.2295,-0.2523,-0.0779,-0.387
1z6e,1.4729,0.1852,3.2665,0.9187,0.8144,0.7371,0.1055
1z9g,-0.0602,0.0767,-0.8135,-0.7978,-0.838,-0.2034,-0.6927
2al5,-0.8459,0.1039,1.9465,-0.5599,-0.9495,-1.358,-1.214
2br1,0.9536,0.1473,-1.3135,0.286,0.2344,1.0889,0.6124
2c3i,0.0501,0.1442,1.1465,-0.1742,-0.092,0.9172,0.691
2cbv,-1.2150,0.0749,-0.9735,-0.9397,-1.1157,-1.216,-1.214
2fxs,0.4612,0.1750,-0.3935,0.1135,-0.1912,0.6424,-0.6927
2j7h,-1.4087,0.1410,0.7365,-1.224,-1.2229,-1.6389,-1.214
2p15,2.3628,0.4472,3.8465,0.8739,0.5949,1.9311,2.7489
2pog,0.4892,0.2205,3.0865,-0.193,-0.3269,1.1312,0.8987
2qbq,1.3321,0.2051,0.9865,0.2455,0.1984,0.9991,1.5605
2qe4,0.3309,0.1584,1.5065,-0.0728,-0.1119,1.1763,0.8987
2qnq,1.8507,0.2721,-0.3435,1.4689,1.2277,1.2157,0.3276
2r9w,-0.0958,0.1573,-1.3535,-0.0892,0.1164,-0.0873,0.5486
2vkm,1.5885,0.3054,2.2865,2.2491,1.9909,0.8022,1.1691
2w4x,-0.9842,0.0866,-1.6035,-0.6382,-0.957,-1.0274,-1.214
2wer,0.2793,0.1693,0.5965,-0.0218,-0.2674,0.6926,-0.6504
2wn9,-0.3865,0.2116,2.0665,-0.632,-0.2617,0.93,0.906
2wnc,-0.6115,0.2529,-0.1335,-0.3263,-0.2026,0.3355,-0.9501
2wvt,-1.1750,0.1159,-0.3335,-1.026,-1.1455,-1.5639,-1.214
2xii,-0.2786,0.2159,0.7465,0.1221,0.1758,-0.4311,-0.1649
2xj7,-1.0397,0.1174,0.2065,-0.5296,-0.8144,-1.2938,-1.214
2zb1,1.2286,0.2208,-0.1335,0.2606,0.0638,1.145,1.6839
2zda,0.3554,0.2749,1.9465,0.4204,0.3418,-0.5646,0.3564
2zy1,0.6845,0.1572,0.9465,0.2314,-0.1107,0.9668,0.6413
3arp,1.0203,0.5343,0.6965,0.8772,1.2257,1.7891,0.4131
3arq,-0.0935,0.4034,-0.0535,0.335,0.6956,-0.0432,-0.6155
3aru,0.5898,0.1411,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581
3arv,-0.4425,0.1483,-0.8135,-0.4406,-0.0191,1.0692,0.3198
3ary,-0.9366,0.1508,-0.4535,-0.9578,-0.7061,0.6387,0.3752
3b1m,1.3884,0.2674,2.0265,1.1028,0.9895,1.2695,0.6193
3b27,-1.3605,0.1328,-1.2935,-0.6551,-0.9349,0.6323,-0.4161
3b5r,0.4852,0.3830,2.3165,0.6886,-0.2876,1.1382,0.4048
3b65,1.3544,0.5455,2.8165,0.3893,-0.331,0.7269,1.9192
3bgz,0.0121,0.3436,-0.1935,-0.1162,-0.035,1.0542,-0.7281
3bv9,0.4767,0.6321,-1.0935,1.0478,1.8457,-0.956,1.5409
3cj4,0.9947,0.1386,0.0565,-0.6088,-0.2413,0.4905,0.6492
3coz,-0.7230,0.5203,-0.8835,0.8567,0.1974,-1.1621,-1.214
3d6q,-1.0417,0.3300,-2.6935,-0.7729,-0.2417,-0.9918,-0.379
3dx1,-0.9584,0.0621,-2.8735,-1.2334,-1.3093,-1.0354,-1.214
3dx2,-1.1916,0.0796,0.3665,-0.8459,-1.1372,-1.2335,-1.214
3e5a,1.3567,0.2180,1.7765,0.4577,0.5964,0.506,1.2112
3e92,1.2755,0.3091,1.5465,0.2821,0.0879,1.1638,1.9687
3f3d,-1.7392,0.1026,0.7065,-1.2808,-1.3523,-0.7221,-0.6948
3fur,1.0813,0.5967,1.5465,0.4479,0.2431,2.156,0.6333
3fv2,-0.1082,0.2453,1.6565,0.016,-0.7517,-1.9437,-1.214
3g31,-1.4380,0.5976,-3.5635,-1.6096,-0.8372,-0.3968,0.4351
3gc5,0.0663,0.1122,0.8065,-0.2276,-0.3047,-0.3808,-0.9501
3gr2,-2.2315,0.1757,-3.9335,-1.3447,-1.0311,-0.1526,-0.181
3gv9,-1.4268,0.0638,-4.3335,-1.2744,-1.2296,-0.1152,-0.7162
3jvr,-1.0184,0.4765,-0.7335,-0.907,-0.3266,1.459,0.4048
3jya,-0.6432,0.1882,0.4365,-0.8054,-0.7799,0.9245,-0.6862
3kr8,0.1044,0.2992,1.6465,0.1774,-0.5455,0.8631,-0.1587
3n76,-0.1149,0.4807,0.3965,0.3848,-0.4907,-0.3972,0.0858
3nq9,-3.0810,0.1639,-2.4235,-1.7021,-1.2091,0.2012,-0.6573
3nx7,-0.1174,0.1416,1.6465,-0.2426,-0.6345,-0.3883,-0.1584
3o9i,3.2257,0.3091,5.3665,1.7149,1.4552,1.152,0.6348
3oe4,-1.4089,0.2912,1.0165,0.961,0.2916,-0.2134,-1.214
3ozs,-0.9772,0.2560,-1.1235,0.9781,0.0681,0.118,-1.214
3p5o,0.6775,0.1363,0.8065,0.0469,0.292,0.9897,0.704
3prs,2.2349,0.4255,1.3665,1.8721,2.0134,1.6827,0.3644
3pyy,-0.0580,0.0974,0.4065,-0.2196,-0.1855,0.6517,0.3694
3qgy,1.5004,0.2271,1.3465,0.4082,0.2724,0.5724,1.2048
3qqs,-0.0328,0.1142,-0.6335,-0.4324,-0.7728,-0.0883,-0.6862
3r88,-1.0740,0.0653,-1.6335,-1.0984,-1.0838,-0.2447,-0.9501
3rlr,1.0019,0.1797,1.0665,-0.0111,-0.3228,1.2278,-0.0877
3rr4,-0.4372,0.0951,-1.9035,-0.4592,-0.5014,0.1353,-0.6862
3rsx,-0.7495,0.5107,-2.0435,-1.021,-0.6689,0.9556,1.0593
3ryj,-0.7356,0.1182,1.3465,-0.631,-0.8721,0.0562,-0.1584
3syr,0.8141,0.2189,-1.3535,-0.0866,-0.6613,-1.1694,-1.214
3tsk,0.9149,0.3078,0.7165,1.0898,0.9883,0.2531,1.3691
3twp,-1.9666,0.0815,-2.5335,-1.481,-1.3095,-0.212,-0.6862
3u5j,-0.5119,0.1385,-0.8435,-0.5686,-0.2958,0.9663,-0.1231
3u8k,-0.1411,0.1015,2.2065,-0.6353,-0.7221,-0.0585,-0.9148
3u8n,-0.3147,0.1079,3.7165,-0.4304,-0.7163,0.1764,-0.219
3uev,-0.6653,0.3013,-0.5635,-1.0884,-0.6686,0.9223,-0.6573
3uew,-0.7698,0.3369,-0.1435,-1.0024,-0.4772,1.1627,-0.6573
3ui7,0.5619,0.1495,2.5465,-0.3768,0.0403,0.2181,0.1553
3up2,0.5285,0.1672,0.9465,0.245,-0.1923,0.8572,0.3485
3uuo,0.9895,0.1839,1.5065,-0.6058,-0.0345,0.2083,0.1553
3wtj,-0.7075,0.1472,0.0765,-0.5992,-0.9282,0.5167,-0.7071
3wz8,1.1959,0.5024,-0.6335,0.6647,0.6214,1.6459,-0.2002
3zdg,-0.8083,0.0761,0.6465,-0.9789,-1.0094,-0.2576,-0.9148
3zt2,-0.3974,0.1033,-3.6135,-0.3095,-0.3456,0.3084,0.0432
4abg,-1.5501,0.2107,-2.8835,-1.0848,-0.6914,-0.5178,-0.6862
4agn,-0.2840,0.3533,-2.4835,-0.4368,-0.0881,-0.1945,0.899
4agp,-0.9065,0.3260,-1.7635,-0.2537,0.4584,0.4484,1.4268
4agq,-0.8205,0.3065,-1.4435,-0.1817,0.4941,0.4586,1.4268
4bkt,-1.2385,0.1674,-2.8335,-1.0332,-0.6643,-0.3729,-0.9148
4cig,-0.1333,0.3201,-2.7835,0.1593,1.0328,0.592,0.819
4ciw,-0.1592,0.2571,-1.6335,-0.5322,-1.0534,-1.0913,-0.428
4cr9,-1.1193,0.1621,-2.3535,-1.033,-0.9201,0.3894,0.3838
4cra,1.7104,0.1958,0.7665,0.99,1.1813,0.7942,0.8554
4crc,1.4711,0.3372,2.2665,1.1449,0.9298,0.7491,1.8237
4ddh,-0.2181,0.1039,-3.1535,-0.6045,-0.8977,0.0894,-0.6862
4ddk,-1.8937,0.1555,-4.1635,-0.8898,-1.2119,-0.2049,-0.4223
4de3,0.2797,0.1052,-0.9335,-0.3841,-0.5078,0.7511,0.3332
4dld,-0.2506,0.3566,-0.6335,-0.0925,-0.6859,-0.8042,0.0925
4dli,0.0866,0.0898,-0.8335,-0.2227,-0.2785,0.9272,0.1344
4e5w,1.2355,0.1482,1.2065,0.5348,0.4788,0.3352,0.2051
4e6q,0.1256,0.3870,1.9065,0.1233,0.2539,0.5819,-0.9501
4ea2,0.5954,0.4762,-0.0135,0.1174,0.18,0.6738,2.4113
4eky,-0.8651,0.1876,-2.9335,0.4277,-0.2429,-0.8575,-0.9357
4eo8,-0.4618,0.2506,1.6965,-0.3797,0.0471,0.3957,1.3184
4eor,1.2686,0.0961,-0.1535,0.225,0.2439,0.6961,0.6557
4f09,-0.0270,0.1305,0.2465,-0.4519,-0.2931,0.2081,-0.6509
4f2w,0.7306,0.0850,4.8465,-0.093,-0.3795,-0.359,-0.9439
4f3c,0.8078,0.1185,5.3665,0.1633,-0.0801,0.0016,-0.6865
4f9w,0.5476,0.1517,0.4865,-0.0201,0.0728,1.2265,0.5551
4gfm,-0.0052,0.1945,0.7665,-0.4049,-0.8475,0.6669,-0.4219
4gkm,-0.3270,0.0908,-1.2835,-0.4917,-0.5996,0.0067,-0.1231
4gr0,3.1289,0.3664,3.0965,1.8231,1.3896,1.4383,1.4539
4hge,0.7762,0.1317,1.4665,0.2225,-0.0871,0.8273,0.1408
4ih5,-0.7228,0.0925,-2.3435,-0.601,-0.692,0.4154,-0.6862
4ih7,-0.8406,0.1397,-1.2135,-0.7217,-0.6443,0.8599,-0.2272
4ivb,0.9218,0.1080,2.2665,0.0754,-0.067,0.8556,0.4625
4ivc,0.9416,0.1227,3.5465,0.1659,0.0353,0.9758,0.7199
4ivd,1.0238,0.1424,3.0665,0.2716,0.1383,1.096,0.9983
4j21,0.8813,0.1280,0.9565,-0.0507,-0.3575,1.0153,0.3629
4j28,-0.7477,0.2239,-0.7535,-0.9925,-0.5767,-0.3551,-0.387
4j3l,1.0749,0.1249,1.3465,0.3305,0.0673,0.9518,0.3629
4jfs,-0.3837,0.2122,-1.1835,-0.8535,-0.6725,-0.3293,0.1408
4jia,0.5516,0.3979,2.7665,0.2106,0.6431,0.4494,1.6477
4jsz,-2.4781,0.0785,-4.1535,-1.5088,-1.1979,-0.0338,-0.6862
4jxs,0.1148,0.0886,-1.7135,-0.4528,-0.5306,-0.4591,-0.2302
4k18,1.1395,0.1275,2.5065,0.408,0.1501,0.8765,0.6124
4k77,-0.3925,0.0756,0.1765,-0.4033,-0.502,0.4988,-0.3934
4kz6,-1.2325,0.1714,-3.3535,-1.0248,-0.9531,-0.1904,0.1694
4kzq,0.5117,0.1594,-0.3535,-0.199,-0.5397,0.8386,0.3694
4kzu,1.0573,0.2137,0.0465,-0.1824,-0.5547,1.1642,-0.1584
4llx,-2.2657,0.1325,-3.5635,-1.5313,-1.3276,0.0714,-0.3516
4lzs,-0.7037,0.0876,-1.6535,-0.9358,-0.8497,0.3093,-0.0942
4m0y,-0.3780,0.1455,0.0065,-0.5299,-0.3265,0.3609,-0.7149
4m0z,0.4338,0.1563,-1.2635,0.2296,-0.2028,0.3635,-0.1871
4mgd,0.4242,0.3935,-1.7635,-0.3955,-0.8372,1.2805,0.3276
4mme,-0.1900,0.1249,0.0465,-0.0998,-0.4277,0.4515,-0.4223
4ogj,0.4346,0.3987,0.3365,-0.0594,1.0835,0.9128,1.8303
4owm,-1.7470,0.0682,-3.4935,-1.4823,-1.2755,-0.2072,-0.9501
4pcs,-1.5177,0.2559,1.3965,-1.064,-0.7429,-0.4159,-0.1284
4qac,0.9464,0.1486,2.9465,0.0897,-0.3098,1.0898,0.1279
4qd6,-0.6476,0.3965,2.1865,-0.4158,0.9007,1.3309,0.934
4rfm,1.1650,0.3133,3.5965,0.6255,0.9512,1.0295,-0.136
4twp,1.1026,0.1806,3.5465,0.309,0.2913,1.2926,1.162
4ty7,0.8870,0.1840,3.0665,0.7472,0.9485,0.9838,0.9485
4u4s,-0.4532,0.0765,-3.5335,-0.9028,-0.8976,-0.0883,-0.6509
4w9c,-0.5873,0.3093,-1.8035,-0.4069,0.1165,0.5891,-0.7345
4w9h,0.6675,0.1927,0.2765,0.1558,0.4864,0.5557,-0.1923
4w9i,-0.5075,0.2928,-0.4935,0.0404,0.4556,0.0722,-0.4288
4w9l,0.3193,0.3368,-1.4335,0.3962,1.148,0.7192,0.0442
4wiv,-0.7848,0.1789,-0.1935,-0.4503,0.2318,1.1874,0.5252
4x6p,2.1906,0.1803,1.8465,1.218,1.2571,1.1812,1.3465
5a7b,-0.2483,0.2401,-2.8835,-0.0524,0.6005,0.2564,0.4401
5aba,0.3369,0.1686,-3.4735,-0.7548,-0.2133,-0.015,0.0095
5c28,-2.3695,0.0728,-0.7935,-1.2313,-1.1246,0.4481,-0.3581
5c2h,0.9556,0.3042,4.6365,0.5891,0.4687,1.6144,0.7682
5dwr,1.6776,0.1851,4.7665,0.7335,0.4126,1.1965,1.1417
