%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 76 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.511584253769103
%.kernel.kernels[0].lengthscales: [1.78804003e+00 2.40481870e-01 1.95671292e-05]
%.kernel.kernels[1].variance: 0.47761458505927107
%.likelihood.variance: 1.176843187747037
%loglikelihood: -7059.3539879851005
%RMSE:1.698
%Pearson_correlation_coefficient:0.679,P-value:0.000
%Spearman_correlation_coefficient:0.680,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP
1lpg,1.1141,1.5152,0.6365,0.8923,1.5978,1.0524
1nc3,-1.3011,0.6627,-1.4535,-0.1165,-0.6729,-0.7255
1owh,-0.4119,1.5121,0.9465,-0.3556,0.0148,-0.0448
1p1n,0.5313,0.2467,0.3465,-0.6413,-0.9473,-1.1749
1pxn,0.3844,1.5130,0.6965,-0.0747,-0.3978,0.9106
1qf1,0.2951,1.5060,0.8665,0.1343,-0.1037,0.1243
1qkt,1.6526,0.4260,2.5865,-0.3263,-0.2728,0.9753
1s38,-0.7810,1.5124,-1.3035,-0.9184,-0.9083,0.114
1syi,-0.9008,1.5132,-1.0135,-0.4561,-0.6758,-1.2503
1y6r,1.3311,0.6618,3.6565,-0.0615,-0.4523,-0.5645
1ydr,-0.2355,1.5116,-0.9335,-0.2295,-0.2523,-0.0779
1z6e,1.1621,1.5127,3.2665,0.9187,0.8144,0.7371
1z9g,-0.7973,1.5122,-0.8135,-0.7978,-0.838,-0.2034
2al5,-1.0069,1.5138,1.9465,-0.5599,-0.9495,-1.358
2br1,0.7320,1.5127,-1.3135,0.286,0.2344,1.0889
2c3i,0.2182,1.5124,1.1465,-0.1742,-0.092,0.9172
2cbv,-2.8532,0.6633,-0.9735,-0.9397,-1.1157,-1.216
2fxs,0.4359,1.5124,-0.3935,0.1135,-0.1912,0.6424
2j7h,-0.8726,0.6648,0.7365,-1.224,-1.2229,-1.6389
2p15,1.6652,1.5158,3.8465,0.8739,0.5949,1.9311
2pog,0.3348,1.5130,3.0865,-0.193,-0.3269,1.1312
2qbq,0.6564,1.5125,0.9865,0.2455,0.1984,0.9991
2qe4,0.4437,1.5129,1.5065,-0.0728,-0.1119,1.1763
2qnq,1.8884,1.5147,-0.3435,1.4689,1.2277,1.2157
2r9w,-0.1578,1.5117,-1.3535,-0.0892,0.1164,-0.0873
2vkm,2.4252,1.5164,2.2865,2.2491,1.9909,0.8022
2w4x,-0.9504,1.5132,-1.6035,-0.6382,-0.957,-1.0274
2wer,1.3119,0.4249,0.5965,-0.0218,-0.2674,0.6926
2wn9,-0.2451,1.5130,2.0665,-0.632,-0.2617,0.93
2wnc,-0.1749,1.5118,-0.1335,-0.3263,-0.2026,0.3355
2wvt,-1.5674,1.5145,-0.3335,-1.026,-1.1455,-1.5639
2xii,-0.0837,1.5118,0.7465,0.1221,0.1758,-0.4311
2xj7,-1.3637,0.6637,0.2065,-0.5296,-0.8144,-1.2938
2zb1,0.7616,1.5130,-0.1335,0.2606,0.0638,1.145
2zda,0.1532,1.5121,1.9465,0.4204,0.3418,-0.5646
2zy1,0.6877,1.5130,0.9465,0.2314,-0.1107,0.9668
3arp,1.4846,1.5153,0.6965,0.8772,1.2257,1.7891
3arq,0.2126,1.5123,-0.0535,0.335,0.6956,-0.0432
3aru,-0.7709,1.5124,-3.2335,-0.7307,-0.3224,-0.0773
3arv,-0.0234,1.5131,-0.8135,-0.4406,-0.0191,1.0692
3ary,-0.6394,1.5129,-0.4535,-0.9578,-0.7061,0.6387
3b1m,1.5566,1.5139,2.0265,1.1028,0.9895,1.2695
3b27,-0.2654,1.5131,-1.2935,-0.6551,-0.9349,0.6323
3b5r,1.2967,1.5166,2.3165,0.6886,-0.2876,1.1382
3b65,0.8017,1.5141,2.8165,0.3893,-0.331,0.7269
3bgz,0.3290,1.5126,-0.1935,-0.1162,-0.035,1.0542
3bv9,0.3794,1.5175,-1.0935,1.0478,1.8457,-0.956
3cj4,-0.4110,1.5124,0.0565,-0.6088,-0.2413,0.4905
3coz,0.4050,1.5143,-0.8835,0.8567,0.1974,-1.1621
3d6q,-1.7982,0.6641,-2.6935,-0.7729,-0.2417,-0.9918
3dx1,-1.5373,1.5138,-2.8735,-1.2334,-1.3093,-1.0354
3dx2,-1.2306,1.5138,0.3665,-0.8459,-1.1372,-1.2335
3e5a,0.6007,1.5121,1.7765,0.4577,0.5964,0.506
3e92,0.7884,1.5131,1.5465,0.2821,0.0879,1.1638
3f3d,-1.5052,0.6636,0.7065,-1.2808,-1.3523,-0.7221
3fur,1.3629,1.5162,1.5465,0.4479,0.2431,2.156
3fv2,-0.6640,1.5163,1.6565,0.016,-0.7517,-1.9437
3g31,-1.7699,1.5153,-3.5635,-1.6096,-0.8372,-0.3968
3gc5,-0.3523,1.5118,0.8065,-0.2276,-0.3047,-0.3808
3gr2,-1.3373,1.5133,-3.9335,-1.3447,-1.0311,-0.1526
3gv9,-1.2054,1.5131,-4.3335,-1.2744,-1.2296,-0.1152
3jvr,-0.3083,1.5148,-0.7335,-0.907,-0.3266,1.459
3jya,-0.3360,1.5132,0.4365,-0.8054,-0.7799,0.9245
3kr8,0.6694,1.5145,1.6465,0.1774,-0.5455,0.8631
3n76,0.3487,1.5142,0.3965,0.3848,-0.4907,-0.3972
3nq9,-1.5435,1.5145,-2.4235,-1.7021,-1.2091,0.2012
3nx7,-0.3072,1.5123,1.6465,-0.2426,-0.6345,-0.3883
3o9i,2.0864,1.5152,5.3665,1.7149,1.4552,1.152
3oe4,0.9055,1.5135,1.0165,0.961,0.2916,-0.2134
3ozs,1.1083,1.5147,-1.1235,0.9781,0.0681,0.118
3p5o,0.5252,0.6666,0.8065,0.0469,0.292,0.9897
3prs,2.3055,0.4403,1.3665,1.8721,2.0134,1.6827
3pyy,0.0735,1.5120,0.4065,-0.2196,-0.1855,0.6517
3qgy,0.6382,1.5121,1.3465,0.4082,0.2724,0.5724
3qqs,-0.7186,0.6625,-0.6335,-0.4324,-0.7728,-0.0883
3r88,-1.0963,1.5127,-1.6335,-1.0984,-1.0838,-0.2447
3rlr,0.5747,1.5136,1.0665,-0.0111,-0.3228,1.2278
3rr4,-0.3366,1.5118,-1.9035,-0.4592,-0.5014,0.1353
3rsx,-0.5811,1.5136,-2.0435,-1.021,-0.6689,0.9556
3ryj,-0.4969,1.5124,1.3465,-0.631,-0.8721,0.0562
3syr,-0.4641,1.5137,-1.3535,-0.0866,-0.6613,-1.1694
3tsk,1.1091,1.5127,0.7165,1.0898,0.9883,0.2531
3twp,-1.5205,0.4546,-2.5335,-1.481,-1.3095,-0.212
3u5j,-0.1515,1.5128,-0.8435,-0.5686,-0.2958,0.9663
3u8k,-0.5800,1.5121,2.2065,-0.6353,-0.7221,-0.0585
3u8n,-0.2563,1.5123,3.7165,-0.4304,-0.7163,0.1764
3uev,-0.7668,0.3249,-0.5635,-1.0884,-0.6686,0.9223
3uew,-0.3044,0.3563,-0.1435,-1.0024,-0.4772,1.1627
3ui7,-0.3280,1.5122,2.5465,-0.3768,0.0403,0.2181
3up2,0.6719,1.5131,0.9465,0.245,-0.1923,0.8572
3uuo,-0.5686,1.5128,1.5065,-0.6058,-0.0345,0.2083
3wtj,0.7003,0.6625,0.0765,-0.5992,-0.9282,0.5167
3wz8,1.3089,1.5143,-0.6335,0.6647,0.6214,1.6459
3zdg,-0.9825,1.5125,0.6465,-0.9789,-1.0094,-0.2576
3zt2,-0.1401,1.5118,-3.6135,-0.3095,-0.3456,0.3084
4abg,-1.2747,1.5131,-2.8835,-1.0848,-0.6914,-0.5178
4agn,-0.5446,1.5121,-2.4835,-0.4368,-0.0881,-0.1945
4agp,-0.1768,1.5134,-1.7635,-0.2537,0.4584,0.4484
4agq,-0.1005,1.5132,-1.4435,-0.1817,0.4941,0.4586
4bkt,-1.1617,1.5129,-2.8335,-1.0332,-0.6643,-0.3729
4cig,0.2248,1.5146,-2.7835,0.1593,1.0328,0.592
4ciw,-0.8425,1.5137,-1.6335,-0.5322,-1.0534,-1.0913
4cr9,-0.7902,1.5127,-2.3535,-1.033,-0.9201,0.3894
4cra,1.1927,1.5132,0.7665,0.99,1.1813,0.7942
4crc,1.3926,1.5132,2.2665,1.1449,0.9298,0.7491
4ddh,-0.4488,1.5125,-3.1535,-0.6045,-0.8977,0.0894
4ddk,-0.8254,1.5130,-4.1635,-0.8898,-1.2119,-0.2049
4de3,-0.0014,1.5125,-0.9335,-0.3841,-0.5078,0.7511
4dld,-0.7159,0.6633,-0.6335,-0.0925,-0.6859,-0.8042
4dli,0.2058,1.5125,-0.8335,-0.2227,-0.2785,0.9272
4e5w,0.6355,1.5119,1.2065,0.5348,0.4788,0.3352
4e6q,0.3336,1.5119,1.9065,0.1233,0.2539,0.5819
4ea2,0.3808,1.5120,-0.0135,0.1174,0.18,0.6738
4eky,0.1509,1.5135,-2.9335,0.4277,-0.2429,-0.8575
4eo8,-0.2568,1.5123,1.6965,-0.3797,0.0471,0.3957
4eor,1.1104,0.6684,-0.1535,0.225,0.2439,0.6961
4f09,0.6299,0.6667,0.2465,-0.4519,-0.2931,0.2081
4f2w,2.7853,0.2468,4.8465,-0.093,-0.3795,-0.359
4f3c,2.6542,0.4236,5.3665,0.1633,-0.0801,0.0016
4f9w,0.4321,0.6654,0.4865,-0.0201,0.0728,1.2265
4gfm,0.1776,0.6668,0.7665,-0.4049,-0.8475,0.6669
4gkm,-0.4188,1.5119,-1.2835,-0.4917,-0.5996,0.0067
4gr0,2.3399,1.5164,3.0965,1.8231,1.3896,1.4383
4hge,0.6200,1.5125,1.4665,0.2225,-0.0871,0.8273
4ih5,-0.3462,1.5123,-2.3435,-0.601,-0.692,0.4154
4ih7,-0.2983,1.5128,-1.2135,-0.7217,-0.6443,0.8599
4ivb,0.6287,0.6625,2.2665,0.0754,-0.067,0.8556
4ivc,0.5911,1.5126,3.5465,0.1659,0.0353,0.9758
4ivd,0.7385,1.5128,3.0665,0.2716,0.1383,1.096
4j21,0.4475,1.5131,0.9565,-0.0507,-0.3575,1.0153
4j28,-1.1266,1.5129,-0.7535,-0.9925,-0.5767,-0.3551
4j3l,0.7551,1.5128,1.3465,0.3305,0.0673,0.9518
4jfs,-0.9445,1.5123,-1.1835,-0.8535,-0.6725,-0.3293
4jia,0.2966,1.5125,2.7665,0.2106,0.6431,0.4494
4jsz,-1.0166,0.3165,-4.1535,-1.5088,-1.1979,-0.0338
4jxs,-0.5883,1.5120,-1.7135,-0.4528,-0.5306,-0.4591
4k18,0.7917,1.5127,2.5065,0.408,0.1501,0.8765
4k77,-0.1311,1.5121,0.1765,-0.4033,-0.502,0.4988
4kz6,-1.0180,1.5125,-3.3535,-1.0248,-0.9531,-0.1904
4kzq,0.2452,1.5130,-0.3535,-0.199,-0.5397,0.8386
4kzu,0.4052,1.5138,0.0465,-0.1824,-0.5547,1.1642
4llx,-1.3883,1.5137,-3.5635,-1.5313,-1.3276,0.0714
4lzs,-0.7276,1.5125,-1.6535,-0.9358,-0.8497,0.3093
4m0y,-0.3632,1.5120,0.0065,-0.5299,-0.3265,0.3609
4m0z,0.4465,1.5124,-1.2635,0.2296,-0.2028,0.3635
4mgd,0.2765,1.5146,-1.7635,-0.3955,-0.8372,1.2805
4mme,0.1670,1.5123,0.0465,-0.0998,-0.4277,0.4515
4ogj,0.1118,1.5165,0.3365,-0.0594,1.0835,0.9128
4owm,-2.4048,0.6647,-3.4935,-1.4823,-1.2755,-0.2072
4pcs,-1.1983,1.5129,1.3965,-1.064,-0.7429,-0.4159
4qac,0.6238,1.5135,2.9465,0.0897,-0.3098,1.0898
4qd6,-0.0648,1.5183,2.1865,-0.4158,0.9007,1.3309
4rfm,0.9384,1.5132,3.5965,0.6255,0.9512,1.0295
4twp,2.2835,0.3272,3.5465,0.309,0.2913,1.2926
4ty7,1.0529,1.5130,3.0665,0.7472,0.9485,0.9838
4u4s,-0.9398,1.4607,-3.5335,-0.9028,-0.8976,-0.0883
4w9c,-0.2178,1.5127,-1.8035,-0.4069,0.1165,0.5891
4w9h,0.3120,1.5122,0.2765,0.1558,0.4864,0.5557
4w9i,-0.0142,1.5122,-0.4935,0.0404,0.4556,0.0722
4w9l,0.1149,0.6736,-1.4335,0.3962,1.148,0.7192
4wiv,-0.0328,1.5141,-0.1935,-0.4503,0.2318,1.1874
4x6p,1.5928,1.5140,1.8465,1.218,1.2571,1.1812
5a7b,-0.0658,1.5131,-2.8835,-0.0524,0.6005,0.2564
5aba,-0.7922,1.5128,-3.4735,-0.7548,-0.2133,-0.015
5c28,-0.9386,1.5133,-0.7935,-1.2313,-1.1246,0.4481
5c2h,1.2425,1.5142,4.6365,0.5891,0.4687,1.6144
5dwr,1.2337,1.5136,4.7665,0.7335,0.4126,1.1965
