%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: False in 31 iterations, b'ABNORMAL_TERMINATION_IN_LNSRCH'
%.kernel.kernels[0].variance: 1.660455887014283
%.kernel.kernels[0].lengthscales: [3.17801323e+00 1.28041633e-07]
%.kernel.kernels[1].variance: 0.6947877751626392
%.likelihood.variance: 1.2007128939040717
%loglikelihood: -7158.109631654662
%RMSE:1.784
%Pearson_correlation_coefficient:0.632,P-value:0.000
%Spearman_correlation_coefficient:0.644,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT
3jya,-0.7739,1.6611,0.4365,-0.8054,-0.7799
3kr8,0.1922,1.6623,1.6465,0.1774,-0.5455
3n76,0.3960,1.6632,0.3965,0.3848,-0.4907
3nq9,-1.6488,1.6635,-2.4235,-1.7021,-1.2091
3nx7,-0.2210,1.6612,1.6465,-0.2426,-0.6345
3o9i,1.6540,1.6633,5.3665,1.7149,1.4552
3oe4,0.9428,1.6624,1.0165,0.961,0.2916
3ozs,0.9665,1.6637,-1.1235,0.9781,0.0681
3p5o,0.3776,0.7007,0.8065,0.0469,0.292
3prs,2.0703,0.4413,1.3665,1.8721,2.0134
3pyy,-0.2118,1.6605,0.4065,-0.2196,-0.1855
3qgy,0.3959,1.6606,1.3465,0.4082,0.2724
3qqs,-0.7521,0.6970,-0.6335,-0.4324,-0.7728
3r88,-1.0548,1.6617,-1.6335,-1.0984,-1.0838
3rlr,-0.0012,1.6608,1.0665,-0.0111,-0.3228
3rr4,-0.4395,1.6607,-1.9035,-0.4592,-0.5014
3rsx,-0.9908,1.6616,-2.0435,-1.021,-0.6689
3ryj,-0.5983,1.6612,1.3465,-0.631,-0.8721
3syr,-0.0657,1.6618,-1.3535,-0.0866,-0.6613
3tsk,1.0492,1.6616,0.7165,1.0898,0.9883
3twp,-1.4268,1.6626,-2.5335,-1.481,-1.3095
3u5j,-0.5541,1.6609,-0.8435,-0.5686,-0.2958
3u8k,-0.6072,1.6610,2.2065,-0.6353,-0.7221
3u8n,-0.4044,1.6611,3.7165,-0.4304,-0.7163
3uev,-0.8259,0.3303,-0.5635,-1.0884,-0.6686
3uew,-0.3642,0.3389,-0.1435,-1.0024,-0.4772
3ui7,-0.3743,1.6611,2.5465,-0.3768,0.0403
3up2,0.2484,1.6611,0.9465,0.245,-0.1923
3uuo,-0.5988,1.6617,1.5065,-0.6058,-0.0345
3wtj,0.5931,0.7014,0.0765,-0.5992,-0.9282
3wz8,0.6393,1.6609,-0.6335,0.6647,0.6214
3zdg,-0.9387,1.6615,0.6465,-0.9789,-1.0094
3zt2,-0.2960,1.6606,-3.6135,-0.3095,-0.3456
4abg,-1.0532,1.6618,-2.8835,-1.0848,-0.6914
4agn,-0.4299,1.6610,-2.4835,-0.4368,-0.0881
4agp,-0.2651,1.6623,-1.7635,-0.2537,0.4584
4agq,-0.1949,1.6621,-1.4435,-0.1817,0.4941
4bkt,-1.0029,1.6617,-2.8335,-1.0332,-0.6643
4cig,0.1264,1.6635,-2.7835,0.1593,1.0328
4ciw,-0.4951,1.6621,-1.6335,-0.5322,-1.0534
4cr9,-0.9950,1.6615,-2.3535,-1.033,-0.9201
4cra,0.9445,1.6618,0.7665,0.99,1.1813
4crc,1.1055,1.6617,2.2665,1.1449,0.9298
4ddh,-0.5714,1.6613,-3.1535,-0.6045,-0.8977
4ddk,-0.8443,1.6620,-4.1635,-0.8898,-1.2119
4de3,-1.2257,0.6969,-0.9335,-0.3841,-0.5078
4dld,-0.6245,0.6970,-0.6335,-0.0925,-0.6859
4dli,-0.2121,1.6605,-0.8335,-0.2227,-0.2785
4e5w,0.5151,1.6607,1.2065,0.5348,0.4788
4e6q,0.1144,1.6606,1.9065,0.1233,0.2539
4ea2,0.1108,1.6605,-0.0135,0.1174,0.18
4eky,0.4309,1.6621,-2.9335,0.4277,-0.2429
4eo8,-0.3774,1.6611,1.6965,-0.3797,0.0471
4eor,1.0240,0.6987,-0.1535,0.225,0.2439
4f09,0.6332,0.7007,0.2465,-0.4519,-0.2931
4f2w,2.8386,0.2524,4.8465,-0.093,-0.3795
4f3c,2.6954,0.4411,5.3665,0.1633,-0.0801
4f9w,-0.0221,1.6605,0.4865,-0.0201,0.0728
4gfm,0.0170,0.6927,0.7665,-0.4049,-0.8475
4gkm,-0.4687,1.6608,-1.2835,-0.4917,-0.5996
4gr0,1.7631,1.6638,3.0965,1.8231,1.3896
4hge,0.2229,1.6608,1.4665,0.2225,-0.0871
4ih5,-0.5741,1.6609,-2.3435,-0.601,-0.692
4ih7,-0.6951,1.6610,-1.2135,-0.7217,-0.6443
4ivb,0.4700,0.6971,2.2665,0.0754,-0.067
4ivc,0.1632,1.6605,3.5465,0.1659,0.0353
4ivd,0.2648,1.6606,3.0665,0.2716,0.1383
4j21,-0.0393,1.6608,0.9565,-0.0507,-0.3575
4j28,-0.9653,1.6617,-0.7535,-0.9925,-0.5767
4j3l,0.3252,1.6607,1.3465,0.3305,0.0673
4jfs,-0.8248,1.6612,-1.1835,-0.8535,-0.6725
4jia,0.1891,1.6613,2.7665,0.2106,0.6431
4jsz,-1.0133,0.3344,-4.1535,-1.5088,-1.1979
4jxs,-0.4323,1.6607,-1.7135,-0.4528,-0.5306
4k18,0.3994,1.6608,2.5065,0.408,0.1501
4k77,-0.3841,1.6607,0.1765,-0.4033,-0.502
4kz6,-0.9859,1.6615,-3.3535,-1.0248,-0.9531
4kzq,-0.1807,1.6610,-0.3535,-0.199,-0.5397
4kzu,-0.1638,1.6611,0.0465,-0.1824,-0.5547
4llx,-1.4761,1.6627,-3.5635,-1.5313,-1.3276
4lzs,-0.9009,1.6613,-1.6535,-0.9358,-0.8497
4m0y,-0.5149,1.6608,0.0065,-0.5299,-0.3265
4m0z,0.2335,1.6611,-1.2635,0.2296,-0.2028
4mgd,-0.3662,1.6615,-1.7635,-0.3955,-0.8372
4mme,-0.0859,1.6609,0.0465,-0.0998,-0.4277
4ogj,-0.0917,1.6653,0.3365,-0.0594,1.0835
4owm,-2.4161,0.6973,-3.4935,-1.4823,-1.2755
4pcs,-1.0310,1.6617,1.3965,-1.064,-0.7429
4qac,0.0982,1.6610,2.9465,0.0897,-0.3098
4qd6,-0.4390,1.6666,2.1865,-0.4158,0.9007
4rfm,0.5905,1.6615,3.5965,0.6255,0.9512
4twp,2.2307,0.3291,3.5465,0.309,0.2913
4ty7,0.7111,1.6613,3.0665,0.7472,0.9485
4u4s,-0.8667,1.6613,-3.5335,-0.9028,-0.8976
4w9c,-0.4065,1.6614,-1.8035,-0.4069,0.1165
4w9h,0.1395,1.6609,0.2765,0.1558,0.4864
4w9i,0.0261,1.6611,-0.4935,0.0404,0.4556
4w9l,0.3576,1.6631,-1.4335,0.3962,1.148
4wiv,-0.4530,1.6621,-0.1935,-0.4503,0.2318
4x6p,1.1680,1.6620,1.8465,1.218,1.2571
5a7b,-0.0701,1.6620,-2.8835,-0.0524,0.6005
5aba,-0.7410,1.6617,-3.4735,-0.7548,-0.2133
5c28,-1.1852,1.6619,-0.7935,-1.2313,-1.1246
5c2h,0.5691,1.6608,4.6365,0.5891,0.4687
5dwr,0.7138,1.6612,4.7665,0.7335,0.4126
