%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 25 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.4352997015245306
%.kernel.kernels[0].lengthscales: [0.357692   0.1421341  0.29463258 0.68214066 0.07184502 0.31921145]
%.kernel.kernels[1].variance: 0.2248167192044251
%.likelihood.variance: 1.1740928757492073
%loglikelihood: -6930.231486478522
%RMSE:1.682
%Pearson_correlation_coefficient:0.677,P-value:0.000
%Spearman_correlation_coefficient:0.674,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7
2wtv,1.1712,1.1625,2.2865,0.6744,0.4153,1.26,0.6124,-0.8372,2.036
2x00,1.6523,1.4566,4.8765,0.7981,1.231,1.868,3.1764,-0.4297,-0.1867
2x0y,-0.0044,0.8127,-1.8535,-0.3793,-0.5691,-0.8186,-1.214,0.0167,-0.4135
2x8z,-0.1748,0.3514,1.5065,-0.9569,-1.0426,-0.3545,-0.6573,0.5157,-1.2618
2xb8,0.0204,0.4338,1.1365,0.2719,-0.5519,-0.7438,-0.1649,-0.0003,-0.3325
2xbv,0.6569,0.7396,1.9765,0.9874,0.6493,0.4789,0.1055,-0.6984,1.2974
2xdl,0.2254,1.3721,-3.3535,-0.5032,-0.8434,0.4434,0.1762,0.5762,-0.5213
2xhm,1.4088,1.4014,0.3465,1.2173,0.8421,0.6073,0.585,0.2692,0.5969
2xnb,1.0885,1.0880,0.3765,0.4139,0.1711,0.2759,0.4048,-0.7878,0.3556
2xys,0.2018,0.8930,0.9665,0.2139,0.1873,0.0072,-0.2063,-0.7977,0.0309
2y5h,0.8006,0.5083,-0.6635,0.3274,0.4661,0.4351,-0.6862,-0.8251,-0.3756
2yfe,-0.0376,1.2933,0.1765,-0.2332,-0.1023,0.8055,0.9694,0.134,0.9303
2yge,0.0773,0.7533,-1.3935,0.729,0.9818,0.6053,0.442,0.7164,0.5647
2yki,1.3187,1.3530,3.0065,1.3028,0.9696,1.4041,0.5496,-1.0257,1.9203
2ymd,-0.2389,0.3661,-3.2935,-0.8843,-0.8496,0.066,-0.1793,-0.0856,-0.3284
2zjw,0.2033,0.9621,1.2465,-0.1003,-0.456,0.2677,-0.6862,-0.4595,-0.2327
2zwz,-1.1148,1.1971,1.3365,-1.0414,-1.0531,-1.4785,-0.9148,0.8306,-1.2618
2zx6,1.4161,1.1031,4.1465,-0.0726,-0.054,-0.6779,-0.4079,-0.4836,-0.1395
2zxd,-1.1651,1.4162,-1.2335,-1.0595,-1.0717,-0.8544,-1.214,0.8196,-1.2618
3acw,-0.9214,0.9247,-1.6935,-0.0735,-0.2264,0.4332,-0.4851,-0.5937,0.6119
3ag9,-0.4726,1.4829,1.5965,1.2528,3.4568,-2.7186,1.8477,-0.3569,-0.8678
3ao4,-1.0732,0.9176,-4.3835,-0.676,-0.7955,0.294,-0.4223,-0.5708,-0.5064
3b3s,-0.2767,0.3657,-3.9035,-1.415,-1.3079,-0.6319,-0.9566,2.372,-1.2618
3b3w,-0.2123,0.4055,-2.2635,-1.3489,-1.3079,-0.6319,-0.9566,2.372,-1.2618
3b68,1.5826,1.3592,1.9465,1.1245,-0.0298,0.8925,0.6687,-0.1798,0.5503
3bfu,-0.2946,0.4619,-0.1835,-0.9449,-1.1736,-1.1429,-1.214,0.2579,-0.7602
3bkk,1.3998,1.4397,-0.3735,1.4041,0.7046,0.161,0.3564,-0.3942,2.0929
3bpc,-0.9149,1.4385,-1.6535,-0.3912,-0.0064,-1.6724,-0.3721,0.0324,-0.4993
3cft,-0.5927,1.2233,-2.2635,-0.923,-0.7888,0.2718,-0.6862,0.1154,-0.1286
3cj2,-1.1578,1.1948,-1.6035,-1.0085,-0.6427,0.8336,0.3709,-0.0033,-0.3815
3coy,0.3459,1.2671,-0.4335,0.9989,0.274,-1.0419,-1.214,-0.5571,-0.8678
3cyx,1.6349,0.1857,1.5465,2.0913,2.1809,0.3794,1.547,-0.6237,1.1676
3d4z,-0.6823,0.1711,-1.5635,-0.7276,-1.0165,-0.6958,-1.214,-0.0451,-0.6939
3dd0,0.6476,0.5185,2.5465,-0.8838,-0.7636,0.2769,-0.1231,-0.306,-0.6952
3dxg,-1.1654,0.3951,-4.0535,-0.701,-0.4945,-0.7093,-1.214,-0.0977,-0.2287
3e93,1.9422,1.4257,2.3965,1.4084,1.1678,1.1982,1.6615,-1.0115,1.1526
3ebp,-0.2697,1.2452,-0.5435,-0.2851,0.2233,0.4448,-0.6862,-0.4968,0.5218
3ehy,0.3438,1.1299,-0.6035,-0.5712,-0.8202,-0.4103,0.1408,0.4267,-0.5064
3ejr,0.6382,1.2611,2.1165,0.294,-0.0118,-0.1154,-0.4562,-0.3231,-0.1586
3f17,-0.2634,1.1244,2.1765,-0.1167,-0.4712,0.4563,-0.2002,-0.1625,0.5914
3f3a,-1.4854,0.3809,-2.2635,-0.6129,-0.7671,-0.423,-0.7071,-0.0556,-0.1395
3f3c,-1.7762,0.5056,-0.4335,-0.684,-1.0911,-0.5284,-0.4432,0.4744,-0.1506
3f3e,-0.2059,0.4982,1.2465,-1.2816,-1.3079,-0.6319,-0.9566,2.372,-1.2618
3f80,-0.8349,1.3092,-2.2335,-0.8314,-1.1949,-0.8165,-0.9357,2.2846,-0.9457
3fcq,-0.7593,0.6084,-3.6835,-0.979,-1.0623,-0.0493,-0.4079,0.4149,-0.3474
3fv1,0.7317,0.5730,2.8465,0.0911,-0.5826,-2.1899,-1.214,0.0922,-1.2618
3g0w,0.9306,1.3259,3.0665,0.2476,-0.4744,0.758,0.1344,-0.4409,-0.3793
3g2n,-0.3510,1.0088,-2.3635,-0.0561,-0.6673,-0.6863,-0.6862,-0.1552,-0.1436
3g2z,-1.8411,1.2599,-4.0935,-1.2624,-1.07,-0.0602,-0.202,-0.3232,-0.8946
3gbb,-0.8494,0.9901,0.4465,-0.3366,-0.7978,-1.3095,-0.6573,-0.058,-1.2618
3gcs,2.1725,0.8519,0.7965,0.8741,0.1163,1.5731,0.8972,-0.6934,1.1398
3ge7,-0.0710,1.2862,2.2465,0.2272,0.4317,-0.528,-0.3934,-0.5997,-0.3998
3gnw,2.0197,1.4338,2.6465,1.4307,1.6114,1.9225,1.4265,-0.7831,2.5993
3gy4,-2.4320,0.8233,-1.3535,-1.2108,-1.2037,-0.527,-0.1584,0.4026,-0.3325
3huc,-0.1677,1.0274,-0.4635,-0.1542,0.1416,1.0612,-0.158,-0.6585,1.0242
3imc,-2.4006,0.6461,-3.4935,-1.0586,-1.0342,0.5338,-0.1584,-0.1958,-0.3134
3ivg,0.4544,0.9321,-2.1535,0.7186,0.3726,0.3638,0.1055,-0.7157,0.616
3jvs,-0.2290,1.3552,0.0865,-0.434,0.2853,1.2534,-0.2145,-0.5803,1.2908
3k5v,0.4172,0.7554,-0.1535,0.1281,-0.1967,1.0601,0.3694,-0.572,0.8089
3kgp,-2.1397,0.4777,-3.8835,-1.1807,-1.1876,-0.5089,-0.971,0.4101,-0.1586
3kv2,-2.1250,1.1578,0.8665,-0.8575,-1.2322,-1.3598,-1.214,2.0682,-1.2618
3kwa,-1.7150,1.3887,-2.3735,-0.9461,-0.7574,-1.3206,-1.214,2.846,-1.2618
3l3n,-0.4635,0.6936,1.7265,1.2831,0.9671,-0.7404,0.3709,-0.2824,0.9787
3l4u,-0.5035,1.2674,1.0665,-0.2404,-0.5981,-1.6315,-1.214,0.9196,-1.2618
3l4w,-1.0166,0.6440,-0.4535,-0.7874,-1.0086,-1.5784,-1.214,0.8908,-1.2618
3l7b,0.7663,0.7219,-4.0535,-0.2351,-0.7305,-0.8222,-0.9501,-0.0763,-0.5523
3lka,-0.3322,0.6892,-3.6335,-1.0213,-1.0976,-0.0312,-0.1584,0.3347,-0.5064
3mfv,-1.3810,1.0503,-3.9335,-0.7766,-1.053,-0.9732,-0.9357,0.3622,-0.8909
3mss,0.2423,0.9641,-1.7935,-0.8897,-0.3497,0.2221,-0.2002,-0.215,0.7858
3myg,-0.8866,1.0641,4.2465,0.1197,0.4694,0.419,0.4867,-0.6834,0.0548
3n7a,-1.5017,0.7626,-2.7535,-0.9898,-1.2429,-1.0151,-0.9497,0.4932,-0.8835
3n86,0.5756,1.4259,-0.8135,0.5362,-0.4336,-0.4639,0.0999,-0.1235,0.0459
3nox,0.5923,1.0577,2.2065,-0.1812,0.0974,0.549,-0.1231,-0.5942,0.3415
3nq3,-0.7177,1.2854,-2.6735,-1.3285,-1.0355,0.4416,-0.6573,2.4716,-1.2618
3nw9,1.5877,1.3561,2.5465,1.4307,0.8478,0.4664,0.6268,-0.9591,1.1775
3oe5,0.4230,1.3163,0.4265,0.7767,0.0488,0.1486,-0.6862,-0.6158,0.7479
3ov1,-0.3947,1.3760,-1.2535,-0.043,0.3606,-0.5755,0.1134,-0.0087,-0.3325
3owj,-0.5071,1.2120,-0.3835,-0.5312,-0.0765,0.937,1.1613,-0.3577,0.358
3ozt,0.3096,1.4400,-2.3235,0.7366,0.1316,-0.2066,-1.214,-0.5584,1.0675
3pe2,0.6514,0.6761,3.3065,0.0495,0.032,0.5615,0.0846,-0.63,0.798
3pww,2.0071,0.1737,0.8665,1.8734,2.1809,0.3794,1.547,-0.6237,1.1676
3pxf,-1.5415,0.9672,-2.0235,-1.1766,-0.287,0.9378,0.0768,-0.3358,0.8157
3s8o,-0.1100,1.2448,0.3965,0.088,0.6643,-0.2149,0.1134,0.2683,-0.3325
3su2,0.5141,0.4289,0.8965,1.2127,2.0791,0.9821,1.6177,-0.8502,0.2508
3su3,0.6105,0.8197,2.6765,1.2833,2.4597,1.2135,1.4294,-0.7733,-0.1354
3su5,0.4849,0.6756,-0.8735,1.1822,2.4597,1.2135,1.4294,-0.7733,-0.1354
3u9q,-0.6092,1.3167,-2.0735,-1.1726,-1.0355,0.4416,-0.6573,2.4716,-1.2618
3udh,-2.2308,0.8813,-3.6035,-1.005,-0.8648,-0.1849,-0.7071,-0.3728,-0.3325
3ueu,-0.5360,0.7883,-1.2135,-1.1876,-0.8549,0.682,-0.6573,2.6706,-1.2618
3uex,0.1925,0.6469,0.4665,-0.7477,-0.2815,1.4031,-0.6573,3.0537,-1.2618
3uo4,0.6345,1.3468,0.0665,0.1629,0.2159,1.0939,0.3276,-0.7591,1.7492
3uri,0.9110,1.4542,2.5465,2.4234,3.2757,-1.5883,0.6616,-0.4395,0.9923
3utu,1.1063,1.4331,4.4665,1.2749,1.6478,-0.0303,1.676,-0.6358,1.6683
3vh9,-3.6750,0.4470,-0.2135,-1.1442,-1.0879,0.4611,-0.6862,-0.0603,-0.1245
3zso,0.7907,1.4475,-1.3335,0.5444,1.4224,0.8142,1.3836,-0.7437,2.819
3zsx,-0.2571,1.2812,-3.1735,-0.0368,0.6778,0.3192,0.085,-0.626,2.0785
4de1,-0.1041,0.9370,-0.4935,-0.2029,-0.2079,0.478,0.5609,-0.8125,0.4271
4de2,0.8624,0.7146,-2.3335,-0.1454,-0.1059,0.0985,0.0693,-0.5469,0.5969
4des,-0.8776,0.9280,-0.6035,-0.3419,-0.5203,0.7479,-1.214,-0.4064,0.5687
4dew,-0.4046,0.2292,0.5465,-0.4522,-0.4526,0.5665,-0.4223,-0.4169,0.1909
4djr,3.7456,0.6124,5.0665,1.4386,1.2748,0.8831,0.6348,-0.5368,0.5945
4djv,0.8910,1.1436,0.2665,0.1585,0.2762,0.4125,0.0637,-0.5248,1.5412
4g8m,-0.5312,0.5818,1.4365,-0.9962,-1.1911,-1.3313,-0.6573,0.4489,-1.2618
4gid,1.8246,1.1877,4.3165,2.4282,1.9497,0.4793,1.1979,-0.0891,1.889
4gqq,-1.1271,1.3123,-3.5635,-1.4072,-0.9503,0.3791,0.1204,0.2207,-0.3322
1c5z,-2.2346,0.0886,-2.4435,-1.3742,-1.2488,-0.3983,-0.6862,0.3726,-0.1436
1eby,2.0239,1.1222,3.2465,2.2029,1.6583,0.6113,0.2439,-0.8835,3.1812
1g2k,1.8301,1.0440,1.5065,1.7009,1.6816,0.8571,0.8554,-0.5974,2.8483
1gpn,-0.4350,0.6375,0.0265,-0.145,-0.2706,0.1917,0.4416,-0.3782,0.1548
1h22,1.6797,1.3781,2.6465,1.145,1.049,0.7154,1.5405,-0.7738,0.8446
1k1i,0.5399,1.2853,0.1265,0.1774,1.0072,-0.3448,1.6684,-0.5391,1.1635
1lpg,1.3077,1.4355,0.6365,0.8923,1.5978,1.0524,1.6262,-0.7911,2.8225
1nc3,-1.3447,0.2411,-1.4535,-0.1165,-0.6729,-0.7255,-1.214,-0.5051,-0.8868
1owh,-0.1266,0.9666,0.9465,-0.3556,0.0148,-0.0448,0.8399,-0.5376,1.1485
1p1n,0.3418,0.2292,0.3465,-0.6413,-0.9473,-1.1749,-0.6364,0.8638,-0.8835
1pxn,1.2526,0.9597,0.6965,-0.0747,-0.3978,0.9106,0.4048,-0.6093,0.0534
1qf1,0.0056,1.4361,0.8665,0.1343,-0.1037,0.1243,-0.3934,0.8559,-0.1436
1qkt,1.9233,0.4539,2.5865,-0.3263,-0.2728,0.9753,2.4785,-0.4281,-0.3474
1s38,-0.6444,0.7343,-1.3035,-0.9184,-0.9083,0.114,-0.4079,-0.0106,-0.1977
1syi,0.0637,1.3212,-1.0135,-0.4561,-0.6758,-1.2503,-0.379,0.024,-0.2586
1y6r,2.2066,0.4489,3.6565,-0.0615,-0.4523,-0.5645,-0.9439,-0.389,-0.698
1ydr,-0.4798,0.6980,-0.9335,-0.2295,-0.2523,-0.0779,-0.387,-0.3291,-0.1205
1z6e,1.4763,1.1093,3.2665,0.9187,0.8144,0.7371,0.1055,-0.929,1.166
1z9g,-0.4672,0.5073,-0.8135,-0.7978,-0.838,-0.2034,-0.6927,0.5465,-0.1436
2al5,-0.1795,0.7340,1.9465,-0.5599,-0.9495,-1.358,-1.214,0.5279,-0.2357
2br1,1.3339,1.0343,-1.3135,0.286,0.2344,1.0889,0.6124,-0.5965,0.4461
2c3i,0.1216,1.0328,1.1465,-0.1742,-0.092,0.9172,0.691,-0.7604,0.2382
2cbv,-2.6091,0.4688,-0.9735,-0.9397,-1.1157,-1.216,-1.214,0.0156,-1.2618
2fxs,-0.6889,1.2290,-0.3935,0.1135,-0.1912,0.6424,-0.6927,-0.1671,-0.1904
2j7h,-1.3209,0.5120,0.7365,-1.224,-1.2229,-1.6389,-1.214,0.5796,-1.2618
2p15,1.9601,1.4476,3.8465,0.8739,0.5949,1.9311,2.7489,-0.6192,0.945
2pog,0.1764,0.9142,3.0865,-0.193,-0.3269,1.1312,0.8987,-0.5529,0.408
2qbq,0.7165,1.4142,0.9865,0.2455,0.1984,0.9991,1.5605,-0.2813,-0.2141
2qe4,0.1094,1.1406,1.5065,-0.0728,-0.1119,1.1763,0.8987,-0.5264,0.3931
2qnq,1.4327,0.9762,-0.3435,1.4689,1.2277,1.2157,0.3276,-0.5933,2.7996
2r9w,-0.2633,1.2264,-1.3535,-0.0892,0.1164,-0.0873,0.5486,-0.6872,1.3224
2vkm,2.1956,1.3946,2.2865,2.2491,1.9909,0.8022,1.1691,-0.4934,2.8184
2w4x,-1.7175,0.6891,-1.6035,-0.6382,-0.957,-1.0274,-1.214,0.5545,-1.1085
2wer,1.2668,0.4054,0.5965,-0.0218,-0.2674,0.6926,-0.6504,-0.3765,0.1885
2wn9,-0.8419,1.0616,2.0665,-0.632,-0.2617,0.93,0.906,-0.3624,0.5904
2wnc,0.1373,1.3042,-0.1335,-0.3263,-0.2026,0.3355,-0.9501,-0.7274,-0.1395
2wvt,-1.1361,1.3120,-0.3335,-1.026,-1.1455,-1.5639,-1.214,0.7852,-1.2618
2xii,0.3399,1.3691,0.7465,0.1221,0.1758,-0.4311,-0.1649,-0.7102,0.5819
2xj7,-1.3057,0.6518,0.2065,-0.5296,-0.8144,-1.2938,-1.214,0.0549,-1.2618
2zb1,0.9540,1.3912,-0.1335,0.2606,0.0638,1.145,1.6839,-0.7817,0.5922
2zda,0.3526,1.3932,1.9465,0.4204,0.3418,-0.5646,0.3564,-0.4717,0.9597
2zy1,1.0185,1.2806,0.9465,0.2314,-0.1107,0.9668,0.6413,-0.2294,0.6119
3arp,1.0859,1.4394,0.6965,0.8772,1.2257,1.7891,0.4131,-0.7116,1.172
3arq,0.7295,1.1715,-0.0535,0.335,0.6956,-0.0432,-0.6155,-0.6987,0.537
3aru,-0.3062,1.2400,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581,-0.0394,-0.4135
3arv,0.2352,1.2795,-0.8135,-0.4406,-0.0191,1.0692,0.3198,-0.865,0.0453
3ary,-1.3184,0.9090,-0.4535,-0.9578,-0.7061,0.6387,0.3752,-0.5564,-0.3263
3b1m,1.4617,1.2344,2.0265,1.1028,0.9895,1.2695,0.6193,-0.7721,1.4792
3b27,-0.1275,0.8080,-1.2935,-0.6551,-0.9349,0.6323,-0.4161,-0.2936,-0.3494
3b5r,1.1323,1.2359,2.3165,0.6886,-0.2876,1.1382,0.4048,-0.1848,0.558
3b65,1.2609,1.4377,2.8165,0.3893,-0.331,0.7269,1.9192,-0.2263,0.5196
3bgz,0.1213,1.2852,-0.1935,-0.1162,-0.035,1.0542,-0.7281,-0.4744,1.3673
3bv9,0.4536,1.4448,-1.0935,1.0478,1.8457,-0.956,1.5409,-0.5472,0.2236
3cj4,-0.2407,1.3859,0.0565,-0.6088,-0.2413,0.4905,0.6492,0.0111,-0.3815
3coz,0.3050,1.3563,-0.8835,0.8567,0.1974,-1.1621,-1.214,-0.5895,-0.8678
3d6q,-1.5794,0.6625,-2.6935,-0.7729,-0.2417,-0.9918,-0.379,-0.4015,-0.2287
3dx1,-1.8369,0.3929,-2.8735,-1.2334,-1.3093,-1.0354,-1.214,0.4707,-1.2618
3dx2,-0.6469,0.5757,0.3665,-0.8459,-1.1372,-1.2335,-1.214,0.6715,-1.2618
3e5a,0.8989,1.4065,1.7765,0.4577,0.5964,0.506,1.2112,-0.9199,0.0493
3e92,1.0615,1.3644,1.5465,0.2821,0.0879,1.1638,1.9687,-0.6803,0.5772
3f3d,-1.2380,0.5647,0.7065,-1.2808,-1.3523,-0.7221,-0.6948,1.8317,-1.2618
3fur,1.2774,1.4409,1.5465,0.4479,0.2431,2.156,0.6333,-0.8456,1.4478
3fv2,-0.0516,1.0747,1.6565,0.016,-0.7517,-1.9437,-1.214,-0.0246,-1.2618
3g31,-1.3190,1.4463,-3.5635,-1.6096,-0.8372,-0.3968,0.4351,-0.4586,-1.2618
3gc5,0.6448,1.2283,0.8065,-0.2276,-0.3047,-0.3808,-0.9501,-0.313,-0.5754
3gr2,-1.2768,1.4187,-3.9335,-1.3447,-1.0311,-0.1526,-0.181,-0.3254,-1.2618
3gv9,-0.4512,0.7374,-4.3335,-1.2744,-1.2296,-0.1152,-0.7162,0.0869,-0.7531
3jvr,-0.2001,1.4313,-0.7335,-0.907,-0.3266,1.459,0.4048,-0.6586,0.5563
3jya,-1.2104,0.9800,0.4365,-0.8054,-0.7799,0.9245,-0.6862,-0.3208,-0.0495
3kr8,0.0536,1.0749,1.6465,0.1774,-0.5455,0.8631,-0.1587,-0.4643,0.343
3n76,0.3392,1.4249,0.3965,0.3848,-0.4907,-0.3972,0.0858,-0.1416,0.4242
3nq9,-1.7063,1.4210,-2.4235,-1.7021,-1.2091,0.2012,-0.6573,2.2077,-1.2618
3nx7,0.7630,1.0196,1.6465,-0.2426,-0.6345,-0.3883,-0.1584,0.6434,-0.5064
3o9i,2.9744,1.0599,5.3665,1.7149,1.4552,1.152,0.6348,-0.7208,0.5945
3oe4,0.4647,1.4345,1.0165,0.961,0.2916,-0.2134,-1.214,-0.8173,0.5713
3ozs,0.7119,1.4386,-1.1235,0.9781,0.0681,0.118,-1.214,-0.5807,0.5522
3p5o,0.9824,0.5358,0.8065,0.0469,0.292,0.9897,0.704,-0.5432,0.9291
3prs,2.8339,0.6007,1.3665,1.8721,2.0134,1.6827,0.3644,-0.4995,1.9934
3pyy,0.5504,0.9837,0.4065,-0.2196,-0.1855,0.6517,0.3694,-0.6347,0.9866
3qgy,1.2085,1.3400,1.3465,0.4082,0.2724,0.5724,1.2048,-0.8234,0.4165
3qqs,-0.6202,0.6467,-0.6335,-0.4324,-0.7728,-0.0883,-0.6862,-0.1115,0.5969
3r88,-1.1806,0.9536,-1.6335,-1.0984,-1.0838,-0.2447,-0.9501,0.4364,-0.7102
3rlr,0.7236,0.8276,1.0665,-0.0111,-0.3228,1.2278,-0.0877,-0.3677,-0.0362
3rr4,-0.5211,0.8800,-1.9035,-0.4592,-0.5014,0.1353,-0.6862,-0.4802,-0.5605
3rsx,-0.4275,1.4028,-2.0435,-1.021,-0.6689,0.9556,1.0593,-0.4414,0.2062
3ryj,0.6420,0.7257,1.3465,-0.631,-0.8721,0.0562,-0.1584,0.3583,-0.3325
3syr,0.2992,1.2149,-1.3535,-0.0866,-0.6613,-1.1694,-1.214,0.0014,-0.2357
3tsk,1.7481,1.1284,0.7165,1.0898,0.9883,0.2531,1.3691,-0.4856,0.9682
3twp,-2.0650,0.3678,-2.5335,-1.481,-1.3095,-0.212,-0.6862,0.3302,-0.3325
3u5j,-0.4757,0.9977,-0.8435,-0.5686,-0.2958,0.9663,-0.1231,-0.5896,1.118
3u8k,-1.4454,1.1633,2.2065,-0.6353,-0.7221,-0.0585,-0.9148,-0.0997,-0.6871
3u8n,-1.1469,1.1598,3.7165,-0.4304,-0.7163,0.1764,-0.219,-0.0997,-0.7361
3uev,-1.0694,0.6618,-0.5635,-1.0884,-0.6686,0.9223,-0.6573,2.8261,-1.2618
3uew,-0.4206,0.6565,-0.1435,-1.0024,-0.4772,1.1627,-0.6573,2.9511,-1.2618
3ui7,0.3643,1.1552,2.5465,-0.3768,0.0403,0.2181,0.1553,-0.4787,-0.3583
3up2,0.7582,0.8458,0.9465,0.245,-0.1923,0.8572,0.3485,-0.6006,0.8048
3uuo,0.2250,1.3442,1.5065,-0.6058,-0.0345,0.2083,0.1553,-0.4704,-0.5322
3wtj,0.4141,0.5691,0.0765,-0.5992,-0.9282,0.5167,-0.7071,-0.2836,-0.3562
3wz8,0.9858,1.4266,-0.6335,0.6647,0.6214,1.6459,-0.2002,-0.7751,2.0864
3zdg,-0.9408,1.2476,0.6465,-0.9789,-1.0094,-0.2576,-0.9148,2.6155,-1.2618
3zt2,-1.1308,0.7671,-3.6135,-0.3095,-0.3456,0.3084,0.0432,-0.6729,0.567
4abg,-2.4956,0.9779,-2.8835,-1.0848,-0.6914,-0.5178,-0.6862,-0.0181,-0.3325
4agn,-0.8417,1.2440,-2.4835,-0.4368,-0.0881,-0.1945,0.899,0.1505,-0.4247
4agp,0.1945,1.2844,-1.7635,-0.2537,0.4584,0.4484,1.4268,-0.4102,0.5196
4agq,0.2164,1.3240,-1.4435,-0.1817,0.4941,0.4586,1.4268,-0.3952,0.5196
4bkt,-1.0968,1.3012,-2.8335,-1.0332,-0.6643,-0.3729,-0.9148,-0.2179,-0.7149
4cig,-0.3339,1.2577,-2.7835,0.1593,1.0328,0.592,0.819,-0.5889,2.0629
4ciw,-0.7787,1.3031,-1.6335,-0.5322,-1.0534,-1.0913,-0.428,0.7302,-0.8985
4cr9,-1.7061,1.1761,-2.3535,-1.033,-0.9201,0.3894,0.3838,-0.0101,-0.3325
4cra,1.6027,1.0213,0.7665,0.99,1.1813,0.7942,0.8554,-0.8545,2.2276
4crc,1.1742,1.1939,2.2665,1.1449,0.9298,0.7491,1.8237,-0.9182,1.8956
4ddh,-0.5734,0.6776,-3.1535,-0.6045,-0.8977,0.0894,-0.6862,-0.1938,-0.3263
4ddk,-2.0746,0.9361,-4.1635,-0.8898,-1.2119,-0.2049,-0.4223,-0.3002,-0.5213
4de3,-0.6181,0.5936,-0.9335,-0.3841,-0.5078,0.7511,0.3332,-0.6236,0.5628
4dld,-0.5657,0.6775,-0.6335,-0.0925,-0.6859,-0.8042,0.0925,0.8676,-0.0632
4dli,0.4453,0.6642,-0.8335,-0.2227,-0.2785,0.9272,0.1344,-0.6627,0.2491
4e5w,1.2790,1.1973,1.2065,0.5348,0.4788,0.3352,0.2051,-0.8227,-0.49
4e6q,0.4170,1.3349,1.9065,0.1233,0.2539,0.5819,-0.9501,-0.8131,0.6282
4ea2,0.5383,1.2137,-0.0135,0.1174,0.18,0.6738,2.4113,-0.4134,-0.5351
4eky,-0.1823,1.2814,-2.9335,0.4277,-0.2429,-0.8575,-0.9357,-0.0014,-0.2437
4eo8,0.1600,1.4189,1.6965,-0.3797,0.0471,0.3957,1.3184,0.1897,-0.7681
4eor,2.0230,0.4529,-0.1535,0.225,0.2439,0.6961,0.6557,-0.79,-0.3093
4f09,0.9816,0.6937,0.2465,-0.4519,-0.2931,0.2081,-0.6509,-0.5319,-0.505
4f2w,2.4107,0.2128,4.8465,-0.093,-0.3795,-0.359,-0.9439,-0.4421,-0.698
4f3c,2.6397,0.3850,5.3665,0.1633,-0.0801,0.0016,-0.6865,-0.4925,-0.698
4f9w,1.2761,0.5830,0.4865,-0.0201,0.0728,1.2265,0.5551,-0.5849,1.0127
4gfm,-0.7418,0.5696,0.7665,-0.4049,-0.8475,0.6669,-0.4219,-0.3447,0.1599
4gkm,-0.3397,1.0816,-1.2835,-0.4917,-0.5996,0.0067,-0.1231,-0.0804,0.5819
4gr0,2.5224,1.4133,3.0965,1.8231,1.3896,1.4383,1.4539,-0.6574,1.6703
4hge,1.1617,0.9110,1.4665,0.2225,-0.0871,0.8273,0.1408,-0.7734,0.9591
4ih5,-1.0498,0.7922,-2.3435,-0.601,-0.692,0.4154,-0.6862,-0.6498,0.0725
4ih7,-0.0642,1.3201,-1.2135,-0.7217,-0.6443,0.8599,-0.2272,0.0575,0.2198
4ivb,0.8027,0.6040,2.2665,0.0754,-0.067,0.8556,0.4625,-0.4918,-0.505
4ivc,0.6671,1.0323,3.5465,0.1659,0.0353,0.9758,0.7199,-0.4971,-0.505
4ivd,0.8363,1.2670,3.0665,0.2716,0.1383,1.096,0.9983,-0.5106,-0.505
4j21,0.7789,0.6647,0.9565,-0.0507,-0.3575,1.0153,0.3629,-0.3491,0.7148
4j28,0.1752,1.0374,-0.7535,-0.9925,-0.5767,-0.3551,-0.387,-0.4029,-0.3243
4j3l,0.7773,0.9417,1.3465,0.3305,0.0673,0.9518,0.3629,-0.528,0.8887
4jfs,-0.4787,1.3559,-1.1835,-0.8535,-0.6725,-0.3293,0.1408,0.0875,-0.3325
4jia,1.1974,1.2635,2.7665,0.2106,0.6431,0.4494,1.6477,-0.9226,0.8157
4jsz,-1.8692,0.2093,-4.1535,-1.5088,-1.1979,-0.0338,-0.6862,0.3968,-0.3175
4jxs,-0.5828,1.3530,-1.7135,-0.4528,-0.5306,-0.4591,-0.2302,-0.2525,0.3502
4k18,1.3814,1.0563,2.5065,0.408,0.1501,0.8765,0.6124,-0.7681,1.5124
4k77,-0.5153,0.7571,0.1765,-0.4033,-0.502,0.4988,-0.3934,-0.4567,-0.3594
4kz6,-1.9073,1.0828,-3.3535,-1.0248,-0.9531,-0.1904,0.1694,0.7042,-1.2618
4kzq,-0.2504,1.1583,-0.3535,-0.199,-0.5397,0.8386,0.3694,-0.4268,0.7575
4kzu,-0.0639,1.0820,0.0465,-0.1824,-0.5547,1.1642,-0.1584,-0.4104,0.8973
4llx,-2.2210,0.8468,-3.5635,-1.5313,-1.3276,0.0714,-0.3516,0.2599,-0.717
4lzs,-0.6566,1.4116,-1.6535,-0.9358,-0.8497,0.3093,-0.0942,0.747,-0.5581
4m0y,0.6524,0.7369,0.0065,-0.5299,-0.3265,0.3609,-0.7149,-0.4186,0.4312
