%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 27 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.2174604005848535
%.kernel.kernels[0].lengthscales: [0.74200542]
%.kernel.kernels[1].variance: 0.058852411391530864
%.likelihood.variance: 2.779583238621436
%loglikelihood: -7352.294417235487
%RMSE:1.866
%Pearson_correlation_coefficient:0.586,P-value:0.000
%Spearman_correlation_coefficient:0.589,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2
4twp,0.4658,0.0037,3.5465,0.309
4ty7,0.6887,0.0050,3.0665,0.7472
4u4s,-0.8675,0.0036,-3.5335,-0.9028
4w9c,-0.2219,0.0030,-1.8035,-0.4069
4w9h,0.3514,0.0034,0.2765,0.1558
4w9i,0.2468,0.0033,-0.4935,0.0404
4w9l,0.5175,0.0039,-1.4335,0.3962
4wiv,-0.2692,0.0029,-0.1935,-0.4503
4x6p,1.2231,0.0071,1.8465,1.218
5a7b,0.1544,0.0032,-2.8835,-0.0524
5aba,-0.6402,0.0033,-3.4735,-0.7548
5c28,-1.4968,0.0049,-0.7935,-1.2313
5c2h,0.6093,0.0044,4.6365,0.5891
5dwr,0.6808,0.0050,4.7665,0.7335
