%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 29 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 0.5741175496873091
%.kernel.kernels[0].lengthscales: [0.26267814 0.27725832 0.50972622]
%.kernel.kernels[1].variance: 0.26139039962631894
%.likelihood.variance: 2.255772162627592
%loglikelihood: -7112.492048006858
%RMSE:1.796
%Pearson_correlation_coefficient:0.615,P-value:0.000
%Spearman_correlation_coefficient:0.624,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP
1lpg,1.1044,0.2726,0.6365,0.8923,1.5978,1.0524
1nc3,0.0199,0.0923,-1.4535,-0.1165,-0.6729,-0.7255
1owh,-0.5512,0.0796,0.9465,-0.3556,0.0148,-0.0448
1p1n,-0.7280,0.0489,0.3465,-0.6413,-0.9473,-1.1749
1pxn,0.5845,0.0615,0.6965,-0.0747,-0.3978,0.9106
1qf1,0.5757,0.0498,0.8665,0.1343,-0.1037,0.1243
1qkt,0.0061,0.0565,2.5865,-0.3263,-0.2728,0.9753
1s38,-0.5123,0.0421,-1.3035,-0.9184,-0.9083,0.114
1syi,-0.6735,0.0991,-1.0135,-0.4561,-0.6758,-1.2503
1y6r,0.5790,0.0599,3.6565,-0.0615,-0.4523,-0.5645
1ydr,-0.2175,0.0580,-0.9335,-0.2295,-0.2523,-0.0779
1z6e,1.3678,0.0682,3.2665,0.9187,0.8144,0.7371
1z9g,-0.2339,0.0457,-0.8135,-0.7978,-0.838,-0.2034
2al5,-0.7273,0.0685,1.9465,-0.5599,-0.9495,-1.358
2br1,1.1725,0.0672,-1.3135,0.286,0.2344,1.0889
2c3i,0.4088,0.0591,1.1465,-0.1742,-0.092,0.9172
2cbv,-1.0632,0.0607,-0.9735,-0.9397,-1.1157,-1.216
2fxs,0.6615,0.0618,-0.3935,0.1135,-0.1912,0.6424
2j7h,-1.2365,0.1157,0.7365,-1.224,-1.2229,-1.6389
2p15,1.5329,0.2679,3.8465,0.8739,0.5949,1.9311
2pog,0.6292,0.0668,3.0865,-0.193,-0.3269,1.1312
2qbq,1.1800,0.0599,0.9865,0.2455,0.1984,0.9991
2qe4,0.7374,0.0633,1.5065,-0.0728,-0.1119,1.1763
2qnq,2.2775,0.1058,-0.3435,1.4689,1.2277,1.2157
2r9w,-0.3604,0.0671,-1.3535,-0.0892,0.1164,-0.0873
2vkm,1.7219,0.1620,2.2865,2.2491,1.9909,0.8022
2w4x,-0.7715,0.0497,-1.6035,-0.6382,-0.957,-1.0274
2wer,0.3694,0.0560,0.5965,-0.0218,-0.2674,0.6926
2wn9,-0.4074,0.0766,2.0665,-0.632,-0.2617,0.93
2wnc,-0.0801,0.0490,-0.1335,-0.3263,-0.2026,0.3355
2wvt,-1.0230,0.0926,-0.3335,-1.026,-1.1455,-1.5639
2xii,-0.4352,0.1070,0.7465,0.1221,0.1758,-0.4311
2xj7,-0.9235,0.0739,0.2065,-0.5296,-0.8144,-1.2938
2zb1,1.0030,0.0682,-0.1335,0.2606,0.0638,1.145
2zda,0.1306,0.1576,1.9465,0.4204,0.3418,-0.5646
2zy1,0.7583,0.0649,0.9465,0.2314,-0.1107,0.9668
3arp,1.1693,0.3138,0.6965,0.8772,1.2257,1.7891
3arq,0.8644,0.1340,-0.0535,0.335,0.6956,-0.0432
3aru,0.2358,0.0706,-3.2335,-0.7307,-0.3224,-0.0773
3arv,-0.4239,0.0766,-0.8135,-0.4406,-0.0191,1.0692
3ary,-0.5541,0.0743,-0.4535,-0.9578,-0.7061,0.6387
3b1m,1.2268,0.1290,2.0265,1.1028,0.9895,1.2695
3b27,-1.2058,0.0922,-1.2935,-0.6551,-0.9349,0.6323
3b5r,0.3995,0.2631,2.3165,0.6886,-0.2876,1.1382
3b65,-0.1436,0.1678,2.8165,0.3893,-0.331,0.7269
3bgz,0.5947,0.0655,-0.1935,-0.1162,-0.035,1.0542
3bv9,0.4299,0.4291,-1.0935,1.0478,1.8457,-0.956
3cj4,0.7523,0.0502,0.0565,-0.6088,-0.2413,0.4905
3coz,-0.1199,0.2077,-0.8835,0.8567,0.1974,-1.1621
3d6q,-1.5433,0.2154,-2.6935,-0.7729,-0.2417,-0.9918
3dx1,-1.0699,0.0443,-2.8735,-1.2334,-1.3093,-1.0354
3dx2,-1.0152,0.0629,0.3665,-0.8459,-1.1372,-1.2335
3e5a,1.1439,0.0745,1.7765,0.4577,0.5964,0.506
3e92,1.0390,0.0705,1.5465,0.2821,0.0879,1.1638
3f3d,-1.0936,0.0534,0.7065,-1.2808,-1.3523,-0.7221
3fur,1.0607,0.4782,1.5465,0.4479,0.2431,2.156
3fv2,-0.0380,0.2188,1.6565,0.016,-0.7517,-1.9437
3g31,-2.3361,0.3774,-3.5635,-1.6096,-0.8372,-0.3968
3gc5,0.0503,0.0566,0.8065,-0.2276,-0.3047,-0.3808
3gr2,-1.9841,0.0761,-3.9335,-1.3447,-1.0311,-0.1526
3gv9,-1.2335,0.0357,-4.3335,-1.2744,-1.2296,-0.1152
3jvr,-0.7756,0.2798,-0.7335,-0.907,-0.3266,1.459
3jya,-0.9730,0.1038,0.4365,-0.8054,-0.7799,0.9245
3kr8,0.2400,0.1909,1.6465,0.1774,-0.5455,0.8631
3n76,-0.5287,0.1973,0.3965,0.3848,-0.4907,-0.3972
3nq9,-2.9391,0.1164,-2.4235,-1.7021,-1.2091,0.2012
3nx7,-0.3325,0.0694,1.6465,-0.2426,-0.6345,-0.3883
3o9i,3.1941,0.1332,5.3665,1.7149,1.4552,1.152
3oe4,-0.3059,0.1503,1.0165,0.961,0.2916,-0.2134
3ozs,-0.2818,0.1594,-1.1235,0.9781,0.0681,0.118
3p5o,0.8323,0.0686,0.8065,0.0469,0.292,0.9897
3prs,2.9897,0.2440,1.3665,1.8721,2.0134,1.6827
3pyy,0.0531,0.0485,0.4065,-0.2196,-0.1855,0.6517
3qgy,1.1999,0.0566,1.3465,0.4082,0.2724,0.5724
3qqs,-0.1892,0.0652,-0.6335,-0.4324,-0.7728,-0.0883
3r88,-1.2585,0.0379,-1.6335,-1.0984,-1.0838,-0.2447
3rlr,1.1249,0.0939,1.0665,-0.0111,-0.3228,1.2278
3rr4,-0.2260,0.0430,-1.9035,-0.4592,-0.5014,0.1353
3rsx,-1.0326,0.1666,-2.0435,-1.021,-0.6689,0.9556
3ryj,-0.4124,0.0559,1.3465,-0.631,-0.8721,0.0562
3syr,0.5831,0.1616,-1.3535,-0.0866,-0.6613,-1.1694
3tsk,1.4465,0.1380,0.7165,1.0898,0.9883,0.2531
3twp,-1.6698,0.0449,-2.5335,-1.481,-1.3095,-0.212
3u5j,-0.3464,0.0686,-0.8435,-0.5686,-0.2958,0.9663
3u8k,-0.1558,0.0435,2.2065,-0.6353,-0.7221,-0.0585
3u8n,-0.2958,0.0607,3.7165,-0.4304,-0.7163,0.1764
3uev,-1.1574,0.1823,-0.5635,-1.0884,-0.6686,0.9223
3uew,-1.1091,0.2402,-0.1435,-1.0024,-0.4772,1.1627
3ui7,-0.2954,0.0781,2.5465,-0.3768,0.0403,0.2181
3up2,0.5235,0.0770,0.9465,0.245,-0.1923,0.8572
3uuo,0.4406,0.1006,1.5065,-0.6058,-0.0345,0.2083
3wtj,-0.9930,0.0925,0.0765,-0.5992,-0.9282,0.5167
3wz8,1.2285,0.1731,-0.6335,0.6647,0.6214,1.6459
3zdg,-1.0791,0.0441,0.6465,-0.9789,-1.0094,-0.2576
3zt2,-0.2962,0.0498,-3.6135,-0.3095,-0.3456,0.3084
4abg,-1.8491,0.1382,-2.8835,-1.0848,-0.6914,-0.5178
4agn,-0.4068,0.0766,-2.4835,-0.4368,-0.0881,-0.1945
4agp,-0.4819,0.1153,-1.7635,-0.2537,0.4584,0.4484
4agq,-0.3340,0.1113,-1.4435,-0.1817,0.4941,0.4586
4bkt,-1.4020,0.1086,-2.8335,-1.0332,-0.6643,-0.3729
4cig,0.2111,0.1510,-2.7835,0.1593,1.0328,0.592
4ciw,-0.6839,0.0903,-1.6335,-0.5322,-1.0534,-1.0913
4cr9,-0.8958,0.0448,-2.3535,-1.033,-0.9201,0.3894
4cra,1.4119,0.1075,0.7665,0.99,1.1813,0.7942
4crc,2.2203,0.0716,2.2665,1.1449,0.9298,0.7491
4ddh,-0.4378,0.0671,-3.1535,-0.6045,-0.8977,0.0894
4ddk,-1.4004,0.0848,-4.1635,-0.8898,-1.2119,-0.2049
4de3,-0.0054,0.0512,-0.9335,-0.3841,-0.5078,0.7511
4dld,0.1031,0.1081,-0.6335,-0.0925,-0.6859,-0.8042
4dli,0.2408,0.0512,-0.8335,-0.2227,-0.2785,0.9272
4e5w,1.2321,0.0821,1.2065,0.5348,0.4788,0.3352
4e6q,0.9532,0.0495,1.9065,0.1233,0.2539,0.5819
4ea2,1.1175,0.0483,-0.0135,0.1174,0.18,0.6738
4eky,-0.8484,0.1323,-2.9335,0.4277,-0.2429,-0.8575
4eo8,-0.1273,0.0712,1.6965,-0.3797,0.0471,0.3957
4eor,1.1706,0.0486,-0.1535,0.225,0.2439,0.6961
4f09,0.2435,0.0467,0.2465,-0.4519,-0.2931,0.2081
4f2w,0.4538,0.0495,4.8465,-0.093,-0.3795,-0.359
4f3c,0.3651,0.0500,5.3665,0.1633,-0.0801,0.0016
4f9w,0.7412,0.0806,0.4865,-0.0201,0.0728,1.2265
4gfm,0.0125,0.1325,0.7665,-0.4049,-0.8475,0.6669
4gkm,-0.3611,0.0460,-1.2835,-0.4917,-0.5996,0.0067
4gr0,2.7461,0.2413,3.0965,1.8231,1.3896,1.4383
4hge,0.8500,0.0593,1.4665,0.2225,-0.0871,0.8273
4ih5,-0.4773,0.0370,-2.3435,-0.601,-0.692,0.4154
4ih7,-0.6597,0.0713,-1.2135,-0.7217,-0.6443,0.8599
4ivb,0.9607,0.0488,2.2665,0.0754,-0.067,0.8556
4ivc,1.0433,0.0536,3.5465,0.1659,0.0353,0.9758
4ivd,1.1259,0.0658,3.0665,0.2716,0.1383,1.096
4j21,0.8227,0.0614,0.9565,-0.0507,-0.3575,1.0153
4j28,-1.3054,0.1081,-0.7535,-0.9925,-0.5767,-0.3551
4j3l,1.1377,0.0628,1.3465,0.3305,0.0673,0.9518
4jfs,-0.3567,0.0653,-1.1835,-0.8535,-0.6725,-0.3293
4jia,0.3022,0.1095,2.7665,0.2106,0.6431,0.4494
4jsz,-2.3468,0.0541,-4.1535,-1.5088,-1.1979,-0.0338
4jxs,-0.5711,0.0455,-1.7135,-0.4528,-0.5306,-0.4591
4k18,1.4018,0.0609,2.5065,0.408,0.1501,0.8765
4k77,-0.1793,0.0422,0.1765,-0.4033,-0.502,0.4988
4kz6,-0.9942,0.0448,-3.3535,-1.0248,-0.9531,-0.1904
4kzq,0.4146,0.0753,-0.3535,-0.199,-0.5397,0.8386
4kzu,1.1062,0.1412,0.0465,-0.1824,-0.5547,1.1642
4llx,-2.3280,0.0524,-3.5635,-1.5313,-1.3276,0.0714
4lzs,-0.4286,0.0443,-1.6535,-0.9358,-0.8497,0.3093
4m0y,0.5935,0.0415,0.0065,-0.5299,-0.3265,0.3609
4m0z,0.5296,0.0834,-1.2635,0.2296,-0.2028,0.3635
4mgd,0.5139,0.2847,-1.7635,-0.3955,-0.8372,1.2805
4mme,-0.2653,0.0712,0.0465,-0.0998,-0.4277,0.4515
4ogj,-0.2120,0.2161,0.3365,-0.0594,1.0835,0.9128
4owm,-1.7527,0.0443,-3.4935,-1.4823,-1.2755,-0.2072
4pcs,-1.5114,0.1053,1.3965,-1.064,-0.7429,-0.4159
4qac,0.9178,0.0831,2.9465,0.0897,-0.3098,1.0898
4qd6,-0.5438,0.2977,2.1865,-0.4158,0.9007,1.3309
4rfm,1.0937,0.0794,3.5965,0.6255,0.9512,1.0295
4twp,1.0054,0.0937,3.5465,0.309,0.2913,1.2926
4ty7,1.0925,0.0833,3.0665,0.7472,0.9485,0.9838
4u4s,-0.4654,0.0440,-3.5335,-0.9028,-0.8976,-0.0883
4w9c,-0.1856,0.0752,-1.8035,-0.4069,0.1165,0.5891
4w9h,0.4671,0.0808,0.2765,0.1558,0.4864,0.5557
4w9i,-0.2745,0.1059,-0.4935,0.0404,0.4556,0.0722
4w9l,0.6302,0.1429,-1.4335,0.3962,1.148,0.7192
4wiv,-0.8151,0.1209,-0.1935,-0.4503,0.2318,1.1874
4x6p,1.9884,0.0976,1.8465,1.218,1.2571,1.1812
5a7b,-0.2873,0.1404,-2.8835,-0.0524,0.6005,0.2564
5aba,0.1617,0.1020,-3.4735,-0.7548,-0.2133,-0.015
5c28,-2.0496,0.0417,-0.7935,-1.2313,-1.1246,0.4481
5c2h,1.1955,0.1722,4.6365,0.5891,0.4687,1.6144
5dwr,1.7718,0.0882,4.7665,0.7335,0.4126,1.1965
